site;sloc;walk;date;time;floden;gpsnorth;gpssouth;temp;hum;win;vegspecies;vegfamily;butterfly;occ
Royal Park;9;2;2/22/2017;17:32:00;20.41;-37.7922;144.9574;33.4;21.9;1.8;Verbena sp. ;Verbenaceae;Junonia villida;0
Royal Park;9;2;2/22/2017;16:40:00;10.2;-37.792;144.9574;36;17.6;1.3;Wahlenbergia sp. ;Campanulaceae;Junonia villida;0
Royal Park;9;3;1/24/2017;14:18:00;0.02;-37.7914;144.7568;31.4;31.8;1.6;Bursaria spinosa;Pittosporaceae;Junonia villida;0
Royal Park;9;3;1/24/2017;14:37:00;1;-37.7915;144.9567;27.1;35.9;2.3;Craspedia sp. ;Asteraceae;Junonia villida;0
Royal Park;9;3;1/24/2017;13:56:00;1.56;-37.7913;144.9572;28;38.3;1.6;Goodenia ovata;Goodeniaceae;Junonia villida;0
Royal Park;9;3;1/24/2017;16:50:00;287.5;-37.7916;144.9565;31.3;31.7;1.4;Lotus corniculatus;Fabaceae;Junonia villida;0
Royal Park;9;3;1/24/2017;14:52:00;0.43;-37.7916;144.9567;26.6;37.1;0.8;Lythrum salicaria;Primulaceae;Junonia villida;0
Royal Park;9;3;1/24/2017;15:44:00;0.25;-37.7919;144.7562;27;37.4;2.2;Melaleuca mesophila;Myrtaceae ;Junonia villida;0
Royal Park;9;3;1/24/2017;15:12:00;0.06;-37.7916;144.9566;24.7;44.5;2;Melaleuca viminalis;Myrtaceae ;Junonia villida;0
Royal Park;9;3;1/24/2017;16:07:00;0.06;-37.792;144.9569;25.6;43.9;0.9;Melaleuca viminalis;Myrtaceae ;Junonia villida;0
Royal Park;9;3;1/24/2017;3:29:00;0.29;-37.7918;144.9563;24.1;44.1;1.3;Solanum lacantium;Solanaceae;Junonia villida;0
Royal Park;9;3;1/24/2017;16:11:00;22.22;-37.792;144.9566;26.4;39.1;2.8;Spergularia sp. ;Caryllopylaceae;Junonia villida;0
Royal Park;9;3;1/24/2017;14:55:00;2.5;-37.7916;144.9567;25.3;44.7;3.1;Trifolium repens;Fabaceae;Junonia villida;0
Royal Park;9;3;1/24/2017;16:44:00;5.5;-37.7919;144.9565;29.3;36.7;2.1;Trifolium repens;Fabaceae;Junonia villida;0
Royal Park;9;3;1/24/2017;13:59:00;0.75;-37.7913;144.9572;31;29.3;1.4;Wahlenbergia sp. ;Campanulaceae;Junonia villida;0
Royal Park;9;3;1/24/2017;14:33:00;1;-37.7915;144.9567;29;33.3;1.5;Wahlenbergia sp. ;Campanulaceae;Junonia villida;0
Royal Park;9;3;1/24/2017;16:00:00;0.24;-37.792;144.9564;28.1;36.1;3.6;Xerochrysum viscosum;Asteraceae;Junonia villida;0
Royal Park;9;4;1/24/2017;17:47:00;4.25;-37.7922;144.9575;25.6;39.8;2;Brachyscome multifida;Asteraceae;Junonia villida;0
Royal Park;9;4;1/24/2017;17:29:00;27.78;-37.7915;144.9573;27.1;37.2;1.3;Coleonema pulchellum;Rutaceae;Junonia villida;0
Royal Park;9;4;1/24/2017;17:06:00;0.01;-37.7915;144.9574;28.3;36.6;1.2;Hibiscus sp.;Malvaceae;Junonia villida;0
Royal Park;9;4;1/24/2017;17:52:00;15.33;-37.7922;144.9575;23.7;47.7;0.7;Verbena sp. ;Verbenaceae;Junonia villida;0
State Library of Victoria;1;1;1/16/2017;11:24:00;0.04;-37.8096;144.9643;22.7;49.1;1.4;Dietes sp.;Iridaceae;Junonia villida;0
State Library of Victoria;1;1;1/16/2017;11:52:00;0.04;-37.8097;144.9642;24.3;45.7;1.3;Dietes sp.;Iridaceae;Junonia villida;0
State Library of Victoria;1;1;2/13/2017;12:19:00;0.03;-37.8096;144.9639;21.7;53.5;2.4;Dietes sp.;Iridaceae;Junonia villida;0
State Library of Victoria;1;1;2/13/2017;12:36:00;0.01;-37.8098;144.9642;24.3;57.4;0.5;Dietes sp.;Iridaceae;Junonia villida;0
State Library of Victoria;1;1;2/13/2017;13:20:00;0.01;-37.8103;144.9646;25;44.8;1;Dietes sp.;Iridaceae;Junonia villida;0
State Library of Victoria;1;1;2/13/2017;12:16:00;27.78;-37.8096;144.9639;21.3;54.7;0.7;Echium candicans;Boraginaceae;Junonia villida;0
State Library of Victoria;1;1;1/16/2017;11:36:00;0.5;-37.8097;144.9644;23.5;49.2;1.1;Euphorbia sp. ;Euphorbiaceae;Junonia villida;0
State Library of Victoria;1;1;2/13/2017;12:52:00;0.8;-37.8098;144.9664;27;48.4;1;Trachelospermum jasminoides;Apocynaceae;Junonia villida;0
State Library of Victoria;1;1;2/13/2017;12:38:00;1.28;-37.8098;144.9642;26.2;54.1;0.9;Trachelospermum jasminoides;Apocynaceae;Junonia villida;0
State Library of Victoria;1;1;2/13/2017;13:05:00;0.75;-37.8102;144.9643;30;37.6;2.2;Trachelospermum jasminoides;Apocynaceae;Junonia villida;0
State Library of Victoria;1;1;2/13/2017;12:54:00;0.08;-37.8096;144.9642;29.5;38.7;1.4;Viburnum sp.;Adoxaceae;Junonia villida;0
State Library of Victoria;1;1;2/13/2017;13:07:00;0.08;-37.8102;144.9643;26.6;44.8;1.1;Viburnum sp.;Adoxaceae;Junonia villida;0
State Library of Victoria;1;1;2/13/2017;13:22:00;0.13;-37.8101;144.9643;25;45;1.3;Viburnum sp.;Adoxaceae;Junonia villida;0
State Library of Victoria;1;2;1/16/2017;12:08:00;5;-37.8097;144.9641;25.2;43.7;1;Echium candicans;Boraginaceae;Junonia villida;0
State Library of Victoria;1;3;1/16/2017;12:23:00;0.02;-37.8096;144.9644;26.1;43.3;0.7;Dietes sp.;Iridaceae;Junonia villida;0
State Library of Victoria;1;3;1/16/2017;12:44:00;0.04;-37.8098;144.9644;27;47.8;1;Dietes sp.;Iridaceae;Junonia villida;0
State Library of Victoria;1;3;1/16/2017;13:15:00;0.06;-37.8104;144.9649;32.4;38.7;1.5;Dietes sp.;Iridaceae;Junonia villida;0
State Library of Victoria;1;3;1/16/2017;12:49:00;1.86;-37.8098;144.9644;34.5;41.1;1.4;Trachelospermum jasminoides;Apocynaceae;Junonia villida;0
State Library of Victoria;1;3;1/16/2017;13:35:00;1.45;-37.8102;144.9642;33.9;31.6;1.9;Trachelospermum jasminoides;Apocynaceae;Junonia villida;0
State Library of Victoria;1;3;1/16/2017;13:08:00;0.32;-37.8104;144.9649;34.5;32.3;0.7;Viburnum sp.;Adoxaceae;Junonia villida;0
State Library of Victoria;1;3;1/16/2017;13:31:00;0.2;-37.8102;144.9642;31;34.4;1;Viburnum sp.;Adoxaceae;Junonia villida;0
University Square;1;1;1/24/2017;18:42:00;1.25;-37.8007;144.9601;23.7;44.4;1.8;Trifolium repens;Fabaceae;Junonia villida;0
University Square;1;1;1/24/2017;18:57:00;0.75;-37.8012;144.9599;22.1;47.5;2;Trifolium repens;Fabaceae;Junonia villida;0
University Square;1;1;2/15/2017;13:27:00;0.31;-37.801;144.96;30.6;42.4;1.4;Trifolium repens;Fabaceae;Junonia villida;0
University Square;2;1;1/24/2017;19:28:00;0.5;-37.8017;144.9599;21.6;48.3;1.2;Trifolium repens;Fabaceae;Junonia villida;0
University Square;2;1;2/15/2017;13:45:00;0.35;-37.8016;144.9604;32.6;29.8;5.5;Trifolium repens;Fabaceae;Junonia villida;0
University Square;9;1;1/24/2017;19:12:00;0.75;-37.8012;144.9606;21.5;48;0.6;Trifolium repens;Fabaceae;Junonia villida;0
Westgate Park;1;1;2/5/2017;11:03:00;43.75;-37.8323;144.9058;33.4;38.5;1.3;Acacia implexa;Fabaceae;Junonia villida;0
Westgate Park;1;1;2/5/2017;10:03:00;2.08;-37.8322;144.9061;28.9;47.1;2;Asteraceae 1;Asteraceae;Junonia villida;0
Westgate Park;1;1;2/4/2017;13:22:00;0.06;-37.8321;144.9057;36.8;19;1.1;Bursaria spinosa;Pittosporaceae;Junonia villida;0
Westgate Park;1;1;2/5/2017;9:39:00;0.01;-37.832;144.9061;26.9;53.2;4.2;Bursaria spinosa;Pittosporaceae;Junonia villida;0
Westgate Park;1;1;2/5/2017;11:31:00;1;-37.8324;144.906;31.3;48;1.5;Dianella revoluta;Asphodelaceae;Junonia villida;0
Westgate Park;1;1;2/5/2017;10:35:00;0.83;-37.8324;144.9061;31.8;42.3;2.9;Dianella revoluta;Asphodelaceae;Junonia villida;0
Westgate Park;1;1;3/7/2017;13:30:00;2;-37.8322;144.9053;35.6;27.5;0.8;Dianella revoluta;Asphodelaceae;Junonia villida;0
Westgate Park;1;1;2/5/2017;9:42:00;333.33;-37.832;144.9061;27.4;50.6;2.6;Epilobium billardierianum;Onagraceae;Junonia villida;0
Westgate Park;1;1;2/5/2017;11:38:00;62.5;-37.8324;144.9058;31.9;46;1.5;Galenia pubescens;Aizoaceae;Junonia villida;0
Westgate Park;1;1;2/4/2017;13:18:00;1.43;-37.8321;144.9057;36.2;16.4;1.2;Goodenia ovata;Goodeniaceae;Junonia villida;0
Westgate Park;1;1;2/5/2017;11:28:00;6.12;-37.8324;144.906;31;47.9;1.3;Goodenia ovata;Goodeniaceae;Junonia villida;0
Westgate Park;1;1;2/4/2017;13:39:00;0.16;-37.832;144.9058;37.8;21;1.1;Melaleuca mesophila;Myrtaceae ;Junonia villida;0
Westgate Park;1;1;2/5/2017;9:58:00;5;-37.8321;144.9061;27.9;49.1;2.1;Olearia ramulosa;Asteraceae;Junonia villida;0
Westgate Park;1;1;2/5/2017;10:17:00;14.79;-37.8322;144.9061;29.9;44.4;2;Olearia ramulosa;Asteraceae;Junonia villida;0
Westgate Park;1;1;2/5/2017;10:41:00;22.22;-37.8324;144.9061;33.4;38.3;2.2;Portulaca oleracea;Portulacaceae;Junonia villida;0
Westgate Park;1;1;2/5/2017;10:14:00;0.16;-37.8322;144.9061;29;46.9;1.5;Santolina  chamaecyparissus;Asteraceae;Junonia villida;0
Westgate Park;1;1;2/5/2017;10:32:00;0.06;-37.8325;144.9063;30.7;45;1.7;Santolina  chamaecyparissus;Asteraceae;Junonia villida;0
Westgate Park;1;1;2/5/2017;11:06:00;0.5;-37.8323;144.9058;32.8;41.1;1.4;Santolina  chamaecyparissus;Asteraceae;Junonia villida;0
Westgate Park;1;1;3/7/2017;13:40:00;0.25;-37.8324;144.905;32.9;31.4;1.2;Santolina  chamaecyparissus;Asteraceae;Junonia villida;0
Westgate Park;1;1;3/7/2017;14:13:00;6.22;-37.8326;144.9049;30.6;32.1;1;Wahlenbergia sp. ;Campanulaceae;Junonia villida;0
Westgate Park;1;1;3/7/2017;14:23:00;5.33;-37.8325;144.9046;31.6;31.3;2.5;Wahlenbergia sp. ;Campanulaceae;Junonia villida;0
Westgate Park;1;2;2/5/2017;13:40:00;112.24;-37.832;144.9056;32.5;47.1;1.5;Acacia implexa;Fabaceae;Junonia villida;0
Westgate Park;1;2;3/7/2017;14:34:00;0.41;-37.8322;144.9051;30.9;37;1.5;Bursaria spinosa;Pittosporaceae;Junonia villida;0
Westgate Park;1;2;3/7/2017;14:55:00;555.56;-37.8322;144.9047;30.5;32;1.1;Galenia pubescens;Aizoaceae;Junonia villida;0
Westgate Park;1;2;2/5/2017;2:07:00;10;-37.8321;144.9045;33.2;43.5;3.5;Goodenia ovata;Goodeniaceae;Junonia villida;0
Westgate Park;1;2;3/7/2017;15:03:00;3.41;-37.8321;144.9046;31.2;37.3;0.7;Goodenia ovata;Goodeniaceae;Junonia villida;0
Westgate Park;1;2;3/7/2017;15:15:00;1.85;-37.832;144.9046;31.5;35.7;1.5;Goodenia ovata;Goodeniaceae;Junonia villida;0
Westgate Park;1;2;3/7/2017;14:58:00;7.44;-37.8321;144.9047;30.9;33.8;1.3;Raphanus raphanistrum;Brassicaceae;Junonia villida;0
Westgate Park;1;3;3/7/2017;16:17:00;16;-37.8323;144.9065;32.7;35.9;1.1;Olearia lirata;Asteraceae;Junonia villida;0
Westgate Park;1;3;3/7/2017;15:40:00;1.36;-37.8322;144.9058;32.2;36.5;3.2;Santolina  chamaecyparissus;Asteraceae;Junonia villida;0
Westgate Park;1;3;3/7/2017;15:59:00;0.04;-37.8323;144.9063;33;32.1;1.1;Solanum aviculare;Solanaceae;Junonia villida;0
Westgate Park;2;1;2/5/2017;15:06:00;12.5;-37.8316;144.9069;34.5;43.1;2.8;Cotula coronopifolia;Asteraceae;Junonia villida;0
Westgate Park;2;1;2/5/2017;14:43:00;7.5;-37.8316;144.9067;33.3;47.9;1.4;Euphorbia sp. ;Euphorbiaceae;Junonia villida;0
Westgate Park;2;1;2/5/2017;15:00:00;18.75;-37.8316;144.907;33.5;43.5;2.3;Euphorbia sp. ;Euphorbiaceae;Junonia villida;0
Westgate Park;2;1;3/6/2017;16:26:00;2.08;-37.8314;144.9061;30.2;43;2.4;Goodenia ovata;Goodeniaceae;Junonia villida;0
Westgate Park;2;1;3/6/2017;17:20:00;3.13;-37.831;144.9053;28.7;45.1;0.7;Goodenia ovata;Goodeniaceae;Junonia villida;0
Westgate Park;2;1;3/6/2017;16:11:00;16.67;-37.8315;144.906;31;43.5;2.3;Olearia lirata;Asteraceae;Junonia villida;0
Westgate Park;2;1;3/6/2017;17:39:00;7.25;-37.831;144.9061;29;45.8;1.1;Olearia lirata;Asteraceae;Junonia villida;0
Westgate Park;2;1;2/5/2017;14:25:00;0.64;-37.8316;144.9065;34.8;43;2.6;Santolina  chamaecyparissus;Asteraceae;Junonia villida;0
Westgate Park;2;2;2/5/2017;16:32:00;0.32;-37.8307;144.9066;33.3;46.6;1.3;Melaleuca lanceolata;Myrtaceae ;Junonia villida;0
Westgate Park;2;2;2/5/2017;16:15:00;2;-37.8308;144.9066;33.5;45.6;1.6;Pelargonium australe;Geraniaceae;Junonia villida;0
Westgate Park;2;2;2/5/2017;15:46:00;8.33;-37.8311;144.9066;34.6;41.3;0.8;Raphanus raphanistrum;Brassicaceae;Junonia villida;0
Westgate Park;2;2;2/5/2017;16:00:00;0.67;-37.831;144.9065;34.2;44.4;0.9;Santolina  chamaecyparissus;Asteraceae;Junonia villida;0
Westgate Park;2;2;3/6/2017;18:02:00;3;-37.8311;144.9066;28.6;45.9;0.9;Solanum nigrans;Solanaceae;Junonia villida;0
Westgate Park;2;2;2/5/2017;15:25:00;11.73;-37.8312;144.9066;34.7;40.4;1.3;Wahlenbergia sp. ;Campanulaceae;Junonia villida;0
Westgate Park;2;2;2/5/2017;15:29:00;10.8;-37.8312;144.9065;34.6;41.4;1.4;Wahlenbergia sp. ;Campanulaceae;Junonia villida;0
Westgate Park;2;2;2/5/2017;15:43:00;10;-37.831;144.9066;35.1;41.6;1.5;Wahlenbergia sp. ;Campanulaceae;Junonia villida;0
Westgate Park;2;3;2/7/2017;11:16:00;2;-37.832;144.9065;32.4;31.6;0.7;Asteraceae 1;Asteraceae;Junonia villida;0
Westgate Park;2;3;2/7/2017;10:52:00;3.13;-37.8319;144.9066;35.8;31.9;0.7;Goodenia ovata;Goodeniaceae;Junonia villida;0
Westgate Park;2;3;3/7/2017;11:06:00;6.61;-37.8319;144.9065;36;26.9;0.8;Raphanus raphanistrum;Brassicaceae;Junonia villida;0
Westgate Park;2;3;3/7/2017;11:09:00;7.41;-37.8318;144.9064;35.9;26.8;0.6;Solanum nigrans;Solanaceae;Junonia villida;0
Westgate Park;2;4;3/7/2017;11:50:00;0.08;-37.8316;144.906;29.3;36.9;0.7;Cassinia arcuata;Asteraceae;Junonia villida;0
Westgate Park;2;4;2/7/2017;11:34:00;4.17;-37.8351;144.9061;31.5;33.4;0.7;Goodenia ovata;Goodeniaceae;Junonia villida;0
Westgate Park;2;4;3/7/2017;12:26:00;5.21;-37.832;144.9058;40.2;26.1;0;Goodenia ovata;Goodeniaceae;Junonia villida;0
Westgate Park;2;4;3/7/2017;12:10:00;15.83;-37.8318;144.9058;34;35.4;0.4;Olearia lirata;Asteraceae;Junonia villida;0
Westgate Park;2;4;3/7/2017;11:54:00;9.03;-37.8317;144.9061;28.5;36.6;1.4;Wahlenbergia sp. ;Campanulaceae;Junonia villida;0
Westgate Park;3;1;2/4/2017;10:37:00;0.11;-37.8323;144.907;28.5;44.3;0.9;Asteraceae 1;Asteraceae;Junonia villida;0
Westgate Park;3;1;2/4/2017;9:58:00;0.8;-37.8322;144.9072;27;50;1;Melaleuca mesophila;Myrtaceae ;Junonia villida;0
Westgate Park;3;1;2/4/2017;10:15:00;1.28;-37.8323;144.9072;30.7;42.7;1;Melaleuca mesophila;Myrtaceae ;Junonia villida;0
Westgate Park;3;1;3/7/2017;16:26:00;10;-37.8317;144.907;32.4;34.6;2.6;Olearia lirata;Asteraceae;Junonia villida;0
Westgate Park;3;1;3/7/2017;17:31:00;9.29;-37.8318;144.9084;31.3;39.8;1.7;Olearia lirata;Asteraceae;Junonia villida;0
Westgate Park;3;1;3/7/2017;17:03:00;5.99;-37.8319;144.9074;30.4;38.2;1;Pelargonium australe;Geraniaceae;Junonia villida;0
Westgate Park;3;1;3/7/2017;17:08:00;1.13;-37.832;144.9077;29.9;39.3;1.8;Pelargonium australe;Geraniaceae;Junonia villida;0
Westgate Park;3;1;2/4/2017;10:35:00;38.89;-37.8323;144.907;28.9;44.1;0;Raphanus raphanistrum;Brassicaceae;Junonia villida;0
Westgate Park;3;1;2/4/2017;10:30:00;60;-37.8323;144.907;31.5;40.1;1;Solanum nigrans;Solanaceae;Junonia villida;0
Westgate Park;3;2;2/4/2017;10:55:00;17;-37.8318;144.9073;27.9;46.6;0.5;Euphorbia sp. ;Euphorbiaceae;Junonia villida;0
Westgate Park;3;2;3/7/2017;17:57:00;0.69;-37.8323;144.9069;31;37.3;1.1;Goodenia ovata;Goodeniaceae;Junonia villida;0
Westgate Park;3;2;3/7/2017;18:00:00;0.25;-37.8322;144.9069;29.5;41.4;1.4;Melaleuca lanceolata;Myrtaceae ;Junonia villida;0
Westgate Park;3;2;2/4/2017;11:08:00;7.03;-37.8319;144.9072;28.7;47;0.7;Pelargonium australe;Geraniaceae;Junonia villida;0
Westgate Park;3;3;2/4/2017;11:37:00;0.62;-37.8322;144.9076;30.4;42.9;0.6;Convolvulus sp.;Convovulaceae ;Junonia villida;0
Westgate Park;3;3;2/4/2017;11:24:00;1.78;-37.8322;144.9077;28.6;48.8;1.3;Pelargonium australe;Geraniaceae;Junonia villida;0
Westgate Park;3;4;2/4/2017;12:50:00;19.44;-37.8319;144.9077;32.2;38.7;0.5;Euphorbia sp. ;Euphorbiaceae;Junonia villida;0
Westgate Park;3;4;2/4/2017;12:34:00;0.89;-37.8317;144.9073;31.5;45.1;1.5;Pelargonium australe;Geraniaceae;Junonia villida;0
Westgate Park;3;4;2/4/2017;12:30:00;8;-37.8317;144.9073;32.4;40.9;1.3;Portulaca oleracea;Portulacaceae;Junonia villida;0
Westgate Park;4;1;2/2/2017;10:45:00;0.41;-37.8311;144.9098;29.4;37.3;1.6;Bursaria spinosa;Pittosporaceae;Junonia villida;0
Westgate Park;4;1;3/3/2017;10:09:00;0.08;-37.8312;144.9098;21.7;70.1;0.9;Bursaria spinosa;Pittosporaceae;Junonia villida;0
Westgate Park;4;1;3/3/2017;10:29:00;0.13;-37.8312;144.9096;22.4;69.2;1.7;Bursaria spinosa;Pittosporaceae;Junonia villida;0
Westgate Park;4;1;2/2/2017;10:32:00;3;-37.8311;144.9099;28.4;39.4;0.9;Goodenia ovata;Goodeniaceae;Junonia villida;0
Westgate Park;4;1;3/3/2017;12:33:00;3.13;-37.8318;144.9085;28.4;54.8;1.9;Goodenia ovata;Goodeniaceae;Junonia villida;0
Westgate Park;4;1;3/6/2017;11:43:00;3.7;-37.8301;144.9073;24.8;57.5;0.8;Goodenia ovata;Goodeniaceae;Junonia villida;0
Westgate Park;4;1;3/3/2017;11:44:00;0.41;-37.8316;144.9089;28.1;55.8;1.5;Melaleuca lanceolata;Myrtaceae ;Junonia villida;0
Westgate Park;4;1;3/3/2017;12:01:00;0.62;-37.8316;144.9088;28.7;53.5;53;Melaleuca lanceolata;Myrtaceae ;Junonia villida;0
Westgate Park;4;1;2/2/2017;11:33:00;0.38;-37.8317;144.9089;30.3;31.6;1;Melaleuca mesophila;Myrtaceae ;Junonia villida;0
Westgate Park;4;1;2/2/2017;11:55:00;0.11;-37.8316;144.9088;30.4;32.2;0.9;Melaleuca mesophila;Myrtaceae ;Junonia villida;0
Westgate Park;4;1;2/2/2017;10:09:00;1.39;-37.8309;144.9101;22.9;49.1;1.1;Santolina  chamaecyparissus;Asteraceae;Junonia villida;0
Westgate Park;4;1;2/2/2017;11:17:00;0.31;-37.8316;144.9092;31;31.3;1.1;Santolina  chamaecyparissus;Asteraceae;Junonia villida;0
Westgate Park;4;1;3/3/2017;11:09:00;2.27;-37.8315;144.9091;24.5;67.3;1.9;Santolina  chamaecyparissus;Asteraceae;Junonia villida;0
Westgate Park;4;1;3/3/2017;11:26:00;0.33;-37.8316;144.909;27.2;58.6;1;Santolina  chamaecyparissus;Asteraceae;Junonia villida;0
Westgate Park;4;1;3/3/2017;12:16:00;11.83;-37.8317;144.9086;30.2;50.2;1.6;Wahlenbergia sp. ;Campanulaceae;Junonia villida;0
Westgate Park;4;1;3/3/2017;12:19:00;13.89;-37.8317;144.9086;28.2;55.7;1.5;Wahlenbergia sp. ;Campanulaceae;Junonia villida;0
Westgate Park;4;1;3/3/2017;12:36:00;15.38;-37.8318;144.9085;27.1;57.8;2.4;Wahlenbergia sp. ;Campanulaceae;Junonia villida;0
Westgate Park;4;1;2/2/2017;11:05:00;0.5;-37.8316;144.9093;30.9;37.1;1.3;Xerochrysum viscosum;Asteraceae;Junonia villida;0
Westgate Park;4;1;3/3/2017;10:38:00;3.31;-37.8311;144.9096;22.7;68.8;1.6;Xerochrysum viscosum;Asteraceae;Junonia villida;0
Westgate Park;4;1;3/3/2017;10:51:00;1.11;-37.8313;144.9096;24.1;67.4;1;Xerochrysum viscosum;Asteraceae;Junonia villida;0
Westgate Park;4;2;2/2/2017;12:56:00;0.24;-37.8311;144.9094;34.4;26.2;1;Asteraceae 1;Asteraceae;Junonia villida;0
Westgate Park;4;2;3/3/2017;14:53:00;0.1;-37.8315;144.9102;26.6;63.8;3.1;Carpobrotus modestus;Aizoaceae;Junonia villida;0
Westgate Park;4;2;2/2/2017;13:52:00;8.67;-37.8311;144.9092;32.9;31.3;0.8;Euphorbia sp. ;Euphorbiaceae;Junonia villida;0
Westgate Park;4;2;2/2/2017;14:17:00;24;-37.8312;144.9089;39.1;22.9;0.6;Euphorbia sp. ;Euphorbiaceae;Junonia villida;0
Westgate Park;4;2;3/3/2017;15:13:00;333.33;-37.8319;144.9105;28.7;62.5;5;Galenia pubescens;Aizoaceae;Junonia villida;0
Westgate Park;4;2;3/3/2017;13:41:00;2.08;-37.8312;144.9103;29.1;54.6;1.7;Goodenia ovata;Goodeniaceae;Junonia villida;0
Westgate Park;4;2;3/3/2017;13:37:00;4.81;-37.8313;144.9102;27.2;63;1.3;Goodenia ovata;Goodeniaceae;Junonia villida;0
Westgate Park;4;2;3/3/2017;16:44:00;2.67;-37.8324;144.9109;34.4;45.4;2.3;Grevillea sp. ;Proteaceae;Junonia villida;0
Westgate Park;4;2;2/2/2017;12:27:00;0.26;-37.831;144.9096;31.2;29.9;0;Melaleuca lanceolata;Myrtaceae ;Junonia villida;0
Westgate Park;4;2;2/2/2017;12:48:00;88.89;-37.8311;144.9094;35.2;28.3;0;Myoporum parvifolium;Scrophulariaceae;Junonia villida;0
Westgate Park;4;2;2/2/2017;13:57:00;32.1;-37.8311;144.9092;41.4;20.3;1.2;Myoporum parvifolium;Scrophulariaceae;Junonia villida;0
Westgate Park;4;2;2/2/2017;12:12:00;1.28;-37.8309;144.91;30.6;30.5;1;Santolina  chamaecyparissus;Asteraceae;Junonia villida;0
Westgate Park;4;2;2/2/2017;14:01:00;16;-37.8311;144.9092;39.2;21.8;0.7;Solanum nigrans;Solanaceae;Junonia villida;0
Westgate Park;4;2;2/2/2017;12:42:00;47.22;-37.8311;144.9092;35.3;24.9;0.8;Solanum nigrans;Solanaceae;Junonia villida;0
Westgate Park;4;2;2/2/2017;14:21:00;20;-37.8313;144.9088;38.5;24.3;0.7;Solanum nigrans;Solanaceae;Junonia villida;0
Westgate Park;4;2;3/3/2017;15:10:00;4.08;-37.8319;144.9105;28.5;61.2;3.6;Solanum nigrans;Solanaceae;Junonia villida;0
Westgate Park;4;3;3/3/2017;17:22:00;125;-37.8303;144.9101;30.6;49.1;1.5;Galenis pubescens;Aizoaceae;Junonia villida;0
Westgate Park;4;3;2/2/2017;14:42:00;7;-37.8313;144.91;35.7;24.4;1.1;Goodenia ovata;Goodeniaceae;Junonia villida;0
Westgate Park;4;3;2/2/2017;14:45:00;0.11;-37.8313;144.91;33.7;27;0.5;Solanum aviculare;Solanaceae;Junonia villida;0
Westgate Park;4;3;2/2/2017;15:04:00;8.64;-37.8318;144.9093;32;32.3;1.5;Wahlenbergia sp. ;Campanulaceae;Junonia villida;0
Westgate Park;4;3;3/3/2017;17:07:00;4.89;-37.8306;144.9101;32.2;52.2;1.5;Wahlenbergia sp. ;Campanulaceae;Junonia villida;0
Westgate Park;4;3;3/3/2017;17:27:00;1.12;-37.8303;144.9102;31;48;0.8;Xerochrysum viscosum;Asteraceae;Junonia villida;0
Westgate Park;5;1;3/6/2017;10:46:00;0.19;-37.8301;144.9075;22.8;61.5;1.9;Bursaria spinosa;Pittosporaceae;Junonia villida;0
Westgate Park;5;1;2/2/2017;16:16:00;5.86;-37.8303;144.9069;26.7;47.7;2.5;Dianella revoluta;Asphodelaceae;Junonia villida;0
Westgate Park;5;1;3/6/2017;11:55:00;6.25;-37.8302;144.9071;26.2;49.7;3.3;Dianella revoluta;Asphodelaceae;Junonia villida;0
Westgate Park;5;1;2/2/2017;15:29:00;2.5;-37.83;144.9087;30.8;30.5;2.1;Goodenia ovata;Goodeniaceae;Junonia villida;0
Westgate Park;5;1;2/2/2017;16:01:00;2.47;-37.8301;144.9073;28.2;38.8;0.8;Goodenia ovata;Goodeniaceae;Junonia villida;0
Westgate Park;5;1;2/2/2017;15:46:00;5;-37.8301;144.9075;30.5;34.7;2.4;Pelargonium australe;Geraniaceae;Junonia villida;0
Westgate Park;5;1;3/6/2017;11:27:00;18.75;-37.83;144.9075;23.2;61.5;1.2;Pelargonium australe;Geraniaceae;Junonia villida;0
Westgate Park;5;2;2/2/2017;16:38:00;64.29;-37.8298;144.9088;25.5;51.2;2.9;Acacia implexa;Fabaceae;Junonia villida;0
Westgate Park;5;2;2/2/2017;16:53:00;17;-37.8279;144.9091;26;47.9;1.6;Acacia implexa;Fabaceae;Junonia villida;0
Westgate Park;5;2;2/2/2017;17:24:00;0.44;-37.8298;144.9095;28.6;42;1.5;Bursaria spinosa;Pittosporaceae;Junonia villida;0
Westgate Park;5;2;3/6/2017;13:47:00;444.44;-37.8302;144.91;31.3;39;2.9;Galenia pubescens;Aizoaceae;Junonia villida;0
Westgate Park;5;2;3/6/2017;13:50:00;444.44;-37.8302;144.9099;31.3;35.9;1.3;Galenia pubescens;Aizoaceae;Junonia villida;0
Westgate Park;5;2;2/2/2017;16:55:00;3.75;-37.8297;144.9091;29;41.3;1.7;Goodenia ovata;Goodeniaceae;Junonia villida;0
Westgate Park;5;2;2/2/2017;17:09:00;8.33;-37.8297;144.9095;27.3;44.4;2.6;Goodenia ovata;Goodeniaceae;Junonia villida;0
Westgate Park;5;2;3/6/2017;12:25:00;3.41;-37.8298;144.9094;26.9;48.7;1.1;Goodenia ovata;Goodeniaceae;Junonia villida;0
Westgate Park;5;2;2/2/2017;16:34:00;0.17;-37.829;144.9088;25.8;50.1;1.8;Santolina  chamaecyparissus;Asteraceae;Junonia villida;0
Westgate Park;5;2;3/6/2017;12:09:00;1.03;-37.83;144.9088;27.9;48.3;1.5;Santolina  chamaecyparissus;Asteraceae;Junonia villida;0
