"site";"interaction_type";"species";"species_functional_group";"metric";"value"
"Princes Park";"Herbivory";"Listronotus sp. 1 (bonariensis group)";"Herbivore";"species.strength";0,75
"Princes Park";"Herbivory";"Listronotus sp. 1 (bonariensis group)";"Herbivore";"d";0,709165632364928
"Princes Park";"Herbivory";"Listronotus sp. 1 (bonariensis group)";"Herbivore";"betweenness";0,0335977601493234
"Princes Park";"Herbivory";"Listronotus sp. 1 (bonariensis group)";"Herbivore";"weighted.betweenness";0,0296387774004322
"Princes Park";"Herbivory";"Listronotus sp. 1 (bonariensis group)";"Herbivore";"closeness";0,0101629053953071
"Princes Park";"Herbivory";"Listronotus sp. 1 (bonariensis group)";"Herbivore";"weighted.closeness";0,00552157270948008
"Princes Park";"Herbivory";"Plinthisus woodwardi";"Herbivore";"normalised.degree";0,0526315789473684
"Princes Park";"Herbivory";"Plinthisus woodwardi";"Herbivore";"species.strength";0,5
"Princes Park";"Herbivory";"Plinthisus woodwardi";"Herbivore";"d";0,821896406445989
"Princes Park";"Herbivory";"Plinthisus woodwardi";"Herbivore";"betweenness";0
"Princes Park";"Herbivory";"Plinthisus woodwardi";"Herbivore";"weighted.betweenness";0
"Princes Park";"Herbivory";"Plinthisus woodwardi";"Herbivore";"closeness";0,00694963383649679
"Princes Park";"Herbivory";"Plinthisus woodwardi";"Herbivore";"weighted.closeness";0,00317342818785923
"Princes Park";"Herbivory";"Ctenarytaina sp. 1";"Herbivore";"normalised.degree";0,263157894736842
"Princes Park";"Herbivory";"Ctenarytaina sp. 1";"Herbivore";"species.strength";0,663265306122449
"Princes Park";"Herbivory";"Ctenarytaina sp. 1";"Herbivore";"d";0,299959426294801
"Princes Park";"Herbivory";"Ctenarytaina sp. 1";"Herbivore";"betweenness";0,0154326748587131
"Princes Park";"Herbivory";"Ctenarytaina sp. 1";"Herbivore";"weighted.betweenness";0,0148193887002161
"Princes Park";"Herbivory";"Ctenarytaina sp. 1";"Herbivore";"closeness";0,0154934489114731
"Princes Park";"Herbivory";"Ctenarytaina sp. 1";"Herbivore";"weighted.closeness";0,0154311557527198
"Princes Park";"Herbivory";"Phalacrinus sp. 1 (corruscans group)";"Herbivore";"normalised.degree";0,0526315789473684
"Princes Park";"Herbivory";"Phalacrinus sp. 1 (corruscans group)";"Herbivore";"species.strength";0,333333333333333
"Princes Park";"Herbivory";"Phalacrinus sp. 1 (corruscans group)";"Herbivore";"d";0,71771248297321
"Princes Park";"Herbivory";"Phalacrinus sp. 1 (corruscans group)";"Herbivore";"betweenness";0
"Princes Park";"Herbivory";"Phalacrinus sp. 1 (corruscans group)";"Herbivore";"weighted.betweenness";0
"Princes Park";"Herbivory";"Phalacrinus sp. 1 (corruscans group)";"Herbivore";"closeness";0,0110845414238031
"Princes Park";"Herbivory";"Phalacrinus sp. 1 (corruscans group)";"Herbivore";"weighted.closeness";0,00556406139903843
"Princes Park";"Herbivory";"Nysius vinitor";"Herbivore";"normalised.degree";0,263157894736842
"Princes Park";"Herbivory";"Nysius vinitor";"Herbivore";"species.strength";0,508503401360544
"Princes Park";"Herbivory";"Nysius vinitor";"Herbivore";"d";0,146909182466621
"Princes Park";"Herbivory";"Nysius vinitor";"Herbivore";"betweenness";0,0421376622029912
"Princes Park";"Herbivory";"Nysius vinitor";"Herbivore";"weighted.betweenness";0,00281293952180028
"Princes Park";"Herbivory";"Nysius vinitor";"Herbivore";"closeness";0,0162905395307129
"Princes Park";"Herbivory";"Nysius vinitor";"Herbivore";"weighted.closeness";0,0127439320457292
"Princes Park";"Herbivory";"Anzora unicolor";"Herbivore";"normalised.degree";0,210526315789474
"Princes Park";"Herbivory";"Anzora unicolor";"Herbivore";"species.strength";0,24379588665303
"Princes Park";"Herbivory";"Anzora unicolor";"Herbivore";"d";0,0736874948442412
"Princes Park";"Herbivory";"Anzora unicolor";"Herbivore";"betweenness";0,0149777051900244
"Princes Park";"Herbivory";"Anzora unicolor";"Herbivore";"weighted.betweenness";0
"Princes Park";"Herbivory";"Anzora unicolor";"Herbivore";"closeness";0,015792357893688
"Princes Park";"Herbivory";"Anzora unicolor";"Herbivore";"weighted.closeness";0,0125689200690891
"Princes Park";"Herbivory";"Coridromius sp. 1";"Herbivore";"normalised.degree";0,105263157894737
"Princes Park";"Herbivory";"Coridromius sp. 1";"Herbivore";"species.strength";0,244755244755245
"Princes Park";"Herbivory";"Coridromius sp. 1";"Herbivore";"d";0,388314432490081
"Princes Park";"Herbivory";"Coridromius sp. 1";"Herbivore";"betweenness";0,00104215274537253
"Princes Park";"Herbivory";"Coridromius sp. 1";"Herbivore";"weighted.betweenness";0
"Princes Park";"Herbivory";"Coridromius sp. 1";"Herbivore";"closeness";0,0126538135804314
"Princes Park";"Herbivory";"Coridromius sp. 1";"Herbivore";"weighted.closeness";0,0111940959317166
"Princes Park";"Herbivory";"Phoridae 1";"Herbivore";"normalised.degree";0,157894736842105
"Princes Park";"Herbivory";"Phoridae 1";"Herbivore";"species.strength";0,149778792635935
"Princes Park";"Herbivory";"Phoridae 1";"Herbivore";"d";0,0490500328238281
"Princes Park";"Herbivory";"Phoridae 1";"Herbivore";"betweenness";0,104149639182304
"Princes Park";"Herbivory";"Phoridae 1";"Herbivore";"weighted.betweenness";0
"Princes Park";"Herbivory";"Phoridae 1";"Herbivore";"closeness";0,0174363572958701
"Princes Park";"Herbivory";"Phoridae 1";"Herbivore";"weighted.closeness";0,0109793715169844
"Princes Park";"Herbivory";"Agrypnus sp. 1";"Herbivore";"normalised.degree";0,0526315789473684
"Princes Park";"Herbivory";"Agrypnus sp. 1";"Herbivore";"species.strength";0,0384615384615385
"Princes Park";"Herbivory";"Agrypnus sp. 1";"Herbivore";"d";0,162834794915069
"Princes Park";"Herbivory";"Agrypnus sp. 1";"Herbivore";"betweenness";0
"Princes Park";"Herbivory";"Agrypnus sp. 1";"Herbivore";"weighted.betweenness";0
"Princes Park";"Herbivory";"Agrypnus sp. 1";"Herbivore";"closeness";0,0137747222637374
"Princes Park";"Herbivory";"Agrypnus sp. 1";"Herbivore";"weighted.closeness";0,0060510567990591
"Princes Park";"Herbivory";"Anthrenocerus sp. 1 ";"Herbivore";"normalised.degree";0,0526315789473684
"Princes Park";"Herbivory";"Anthrenocerus sp. 1 ";"Herbivore";"species.strength";0,0384615384615385
"Princes Park";"Herbivory";"Anthrenocerus sp. 1 ";"Herbivore";"d";0,162834794915069
"Princes Park";"Herbivory";"Anthrenocerus sp. 1 ";"Herbivore";"betweenness";0
"Princes Park";"Herbivory";"Anthrenocerus sp. 1 ";"Herbivore";"weighted.betweenness";0
"Princes Park";"Herbivory";"Anthrenocerus sp. 1 ";"Herbivore";"closeness";0,0137747222637374
"Princes Park";"Herbivory";"Anthrenocerus sp. 1 ";"Herbivore";"weighted.closeness";0,0060510567990591
"Princes Park";"Herbivory";"Cardiaspina sp. 3";"Herbivore";"normalised.degree";0,0526315789473684
"Princes Park";"Herbivory";"Cardiaspina sp. 3";"Herbivore";"species.strength";0,0384615384615385
"Princes Park";"Herbivory";"Cardiaspina sp. 3";"Herbivore";"d";0,162834794915069
"Princes Park";"Herbivory";"Cardiaspina sp. 3";"Herbivore";"betweenness";0
"Princes Park";"Herbivory";"Cardiaspina sp. 3";"Herbivore";"weighted.betweenness";0
"Princes Park";"Herbivory";"Cardiaspina sp. 3";"Herbivore";"closeness";0,0137747222637374
"Princes Park";"Herbivory";"Cardiaspina sp. 3";"Herbivore";"weighted.closeness";0,0060510567990591
"Princes Park";"Herbivory";"Cicadellidae 1";"Herbivore";"normalised.degree";0,0526315789473684
"Princes Park";"Herbivory";"Cicadellidae 1";"Herbivore";"species.strength";0,0384615384615385
"Princes Park";"Herbivory";"Cicadellidae 1";"Herbivore";"d";0,162834794915069
"Princes Park";"Herbivory";"Cicadellidae 1";"Herbivore";"betweenness";0
"Princes Park";"Herbivory";"Cicadellidae 1";"Herbivore";"weighted.betweenness";0
"Princes Park";"Herbivory";"Cicadellidae 1";"Herbivore";"closeness";0,0137747222637374
"Princes Park";"Herbivory";"Cicadellidae 1";"Herbivore";"weighted.closeness";0,0060510567990591
"Princes Park";"Herbivory";"Corticaria sp.1";"Herbivore";"normalised.degree";0,0526315789473684
"Princes Park";"Herbivory";"Corticaria sp.1";"Herbivore";"species.strength";0,0384615384615385
"Princes Park";"Herbivory";"Corticaria sp.1";"Herbivore";"d";0,162834794915069
"Princes Park";"Herbivory";"Corticaria sp.1";"Herbivore";"betweenness";0
"Princes Park";"Herbivory";"Corticaria sp.1";"Herbivore";"weighted.betweenness";0
"Princes Park";"Herbivory";"Corticaria sp.1";"Herbivore";"closeness";0,0137747222637374
"Princes Park";"Herbivory";"Corticaria sp.1";"Herbivore";"weighted.closeness";0,0060510567990591
"Princes Park";"Herbivory";"Cryptoneossa sp. 1 (vulgaris group)";"Herbivore";"normalised.degree";0,0526315789473684
"Princes Park";"Herbivory";"Cryptoneossa sp. 1 (vulgaris group)";"Herbivore";"species.strength";0,0384615384615385
"Princes Park";"Herbivory";"Cryptoneossa sp. 1 (vulgaris group)";"Herbivore";"d";0,162834794915069
"Princes Park";"Herbivory";"Cryptoneossa sp. 1 (vulgaris group)";"Herbivore";"betweenness";0
"Princes Park";"Herbivory";"Cryptoneossa sp. 1 (vulgaris group)";"Herbivore";"weighted.betweenness";0
"Princes Park";"Herbivory";"Cryptoneossa sp. 1 (vulgaris group)";"Herbivore";"closeness";0,0137747222637374
"Princes Park";"Herbivory";"Cryptoneossa sp. 1 (vulgaris group)";"Herbivore";"weighted.closeness";0,0060510567990591
"Princes Park";"Herbivory";"Emblesis sp. 1";"Herbivore";"normalised.degree";0,0526315789473684
"Princes Park";"Herbivory";"Emblesis sp. 1";"Herbivore";"species.strength";0,0384615384615385
"Princes Park";"Herbivory";"Emblesis sp. 1";"Herbivore";"d";0,162834794915069
"Princes Park";"Herbivory";"Emblesis sp. 1";"Herbivore";"betweenness";0
"Princes Park";"Herbivory";"Emblesis sp. 1";"Herbivore";"weighted.betweenness";0
"Princes Park";"Herbivory";"Emblesis sp. 1";"Herbivore";"closeness";0,0137747222637374
"Princes Park";"Herbivory";"Emblesis sp. 1";"Herbivore";"weighted.closeness";0,0060510567990591
"Princes Park";"Herbivory";"Emblesis sp. 2";"Herbivore";"normalised.degree";0,0526315789473684
"Princes Park";"Herbivory";"Emblesis sp. 2";"Herbivore";"species.strength";0,0384615384615385
"Princes Park";"Herbivory";"Emblesis sp. 2";"Herbivore";"d";0,162834794915069
"Princes Park";"Herbivory";"Emblesis sp. 2";"Herbivore";"betweenness";0
"Princes Park";"Herbivory";"Emblesis sp. 2";"Herbivore";"weighted.betweenness";0
"Princes Park";"Herbivory";"Emblesis sp. 2";"Herbivore";"closeness";0,0137747222637374
"Princes Park";"Herbivory";"Emblesis sp. 2";"Herbivore";"weighted.closeness";0,0060510567990591
"Princes Park";"Herbivory";"Eritingis sp. 1 (trivigata group)";"Herbivore";"normalised.degree";0,0526315789473684
"Princes Park";"Herbivory";"Eritingis sp. 1 (trivigata group)";"Herbivore";"species.strength";0,0384615384615385
"Princes Park";"Herbivory";"Eritingis sp. 1 (trivigata group)";"Herbivore";"d";0,162834794915069
"Princes Park";"Herbivory";"Eritingis sp. 1 (trivigata group)";"Herbivore";"betweenness";0
"Princes Park";"Herbivory";"Eritingis sp. 1 (trivigata group)";"Herbivore";"weighted.betweenness";0
"Princes Park";"Herbivory";"Eritingis sp. 1 (trivigata group)";"Herbivore";"closeness";0,0137747222637374
"Princes Park";"Herbivory";"Eritingis sp. 1 (trivigata group)";"Herbivore";"weighted.closeness";0,0060510567990591
"Princes Park";"Herbivory";"Eurymelinae 1";"Herbivore";"normalised.degree";0,0526315789473684
"Princes Park";"Herbivory";"Eurymelinae 1";"Herbivore";"species.strength";0,0769230769230769
"Princes Park";"Herbivory";"Eurymelinae 1";"Herbivore";"d";0,282523303068488
"Princes Park";"Herbivory";"Eurymelinae 1";"Herbivore";"betweenness";0
"Princes Park";"Herbivory";"Eurymelinae 1";"Herbivore";"weighted.betweenness";0
"Princes Park";"Herbivory";"Eurymelinae 1";"Herbivore";"closeness";0,0137747222637374
"Princes Park";"Herbivory";"Eurymelinae 1";"Herbivore";"weighted.closeness";0,0102748135650571
"Princes Park";"Herbivory";"Iassini 2";"Herbivore";"normalised.degree";0,0526315789473684
"Princes Park";"Herbivory";"Iassini 2";"Herbivore";"species.strength";0,0769230769230769
"Princes Park";"Herbivory";"Iassini 2";"Herbivore";"d";0,282523303068488
"Princes Park";"Herbivory";"Iassini 2";"Herbivore";"betweenness";0
"Princes Park";"Herbivory";"Iassini 2";"Herbivore";"weighted.betweenness";0
"Princes Park";"Herbivory";"Iassini 2";"Herbivore";"closeness";0,0137747222637374
"Princes Park";"Herbivory";"Iassini 2";"Herbivore";"weighted.closeness";0,0102748135650571
"Princes Park";"Herbivory";"Idiocerinae 1";"Herbivore";"normalised.degree";0,0526315789473684
"Princes Park";"Herbivory";"Idiocerinae 1";"Herbivore";"species.strength";0,0384615384615385
"Princes Park";"Herbivory";"Idiocerinae 1";"Herbivore";"d";0,162834794915069
"Princes Park";"Herbivory";"Idiocerinae 1";"Herbivore";"betweenness";0
"Princes Park";"Herbivory";"Idiocerinae 1";"Herbivore";"weighted.betweenness";0
"Princes Park";"Herbivory";"Idiocerinae 1";"Herbivore";"closeness";0,0137747222637374
"Princes Park";"Herbivory";"Idiocerinae 1";"Herbivore";"weighted.closeness";0,0060510567990591
"Princes Park";"Herbivory";"Leucohimatium arundinaceum";"Herbivore";"normalised.degree";0,0526315789473684
"Princes Park";"Herbivory";"Leucohimatium arundinaceum";"Herbivore";"species.strength";0,0384615384615385
"Princes Park";"Herbivory";"Leucohimatium arundinaceum";"Herbivore";"d";0,162834794915069
"Princes Park";"Herbivory";"Leucohimatium arundinaceum";"Herbivore";"betweenness";0
"Princes Park";"Herbivory";"Leucohimatium arundinaceum";"Herbivore";"weighted.betweenness";0
"Princes Park";"Herbivory";"Leucohimatium arundinaceum";"Herbivore";"closeness";0,0137747222637374
"Princes Park";"Herbivory";"Leucohimatium arundinaceum";"Herbivore";"weighted.closeness";0,0060510567990591
"Princes Park";"Herbivory";"Mirinae 1";"Herbivore";"normalised.degree";0,105263157894737
"Princes Park";"Herbivory";"Mirinae 1";"Herbivore";"species.strength";0,115384615384615
"Princes Park";"Herbivory";"Mirinae 1";"Herbivore";"d";0,185578513856797
"Princes Park";"Herbivory";"Mirinae 1";"Herbivore";"betweenness";0,0307746150256649
"Princes Park";"Herbivory";"Mirinae 1";"Herbivore";"weighted.betweenness";0
"Princes Park";"Herbivory";"Mirinae 1";"Herbivore";"closeness";0,0148209037014896
"Princes Park";"Herbivory";"Mirinae 1";"Herbivore";"weighted.closeness";0,0088116906116305
"Princes Park";"Herbivory";"Paropsisterna sp. 1";"Herbivore";"normalised.degree";0,0526315789473684
"Princes Park";"Herbivory";"Paropsisterna sp. 1";"Herbivore";"species.strength";0,0384615384615385
"Princes Park";"Herbivory";"Paropsisterna sp. 1";"Herbivore";"d";0,162834794915069
"Princes Park";"Herbivory";"Paropsisterna sp. 1";"Herbivore";"betweenness";0
"Princes Park";"Herbivory";"Paropsisterna sp. 1";"Herbivore";"weighted.betweenness";0
"Princes Park";"Herbivory";"Paropsisterna sp. 1";"Herbivore";"closeness";0,0137747222637374
"Princes Park";"Herbivory";"Paropsisterna sp. 1";"Herbivore";"weighted.closeness";0,0060510567990591
"Princes Park";"Herbivory";"Rhyparida sp. 1";"Herbivore";"normalised.degree";0,0526315789473684
"Princes Park";"Herbivory";"Rhyparida sp. 1";"Herbivore";"species.strength";0,0384615384615385
"Princes Park";"Herbivory";"Rhyparida sp. 1";"Herbivore";"d";0,162834794915069
"Princes Park";"Herbivory";"Rhyparida sp. 1";"Herbivore";"betweenness";0
"Princes Park";"Herbivory";"Rhyparida sp. 1";"Herbivore";"weighted.betweenness";0
"Princes Park";"Herbivory";"Rhyparida sp. 1";"Herbivore";"closeness";0,0137747222637374
"Princes Park";"Herbivory";"Rhyparida sp. 1";"Herbivore";"weighted.closeness";0,0060510567990591
"Princes Park";"Herbivory";"Tarsostenus hilaris";"Herbivore";"normalised.degree";0,0526315789473684
"Princes Park";"Herbivory";"Tarsostenus hilaris";"Herbivore";"species.strength";0,0384615384615385
"Princes Park";"Herbivory";"Tarsostenus hilaris";"Herbivore";"d";0,162834794915069
"Princes Park";"Herbivory";"Tarsostenus hilaris";"Herbivore";"betweenness";0
"Princes Park";"Herbivory";"Tarsostenus hilaris";"Herbivore";"weighted.betweenness";0
"Princes Park";"Herbivory";"Tarsostenus hilaris";"Herbivore";"closeness";0,0137747222637374
"Princes Park";"Herbivory";"Tarsostenus hilaris";"Herbivore";"weighted.closeness";0,0060510567990591
"Princes Park";"Herbivory";"Trachymela sp. 1";"Herbivore";"normalised.degree";0,0526315789473684
"Princes Park";"Herbivory";"Trachymela sp. 1";"Herbivore";"species.strength";0,0769230769230769
"Princes Park";"Herbivory";"Trachymela sp. 1";"Herbivore";"d";0,282523303068488
"Princes Park";"Herbivory";"Trachymela sp. 1";"Herbivore";"betweenness";0
"Princes Park";"Herbivory";"Trachymela sp. 1";"Herbivore";"weighted.betweenness";0
"Princes Park";"Herbivory";"Trachymela sp. 1";"Herbivore";"closeness";0,0137747222637374
"Princes Park";"Herbivory";"Trachymela sp. 1";"Herbivore";"weighted.closeness";0,0102748135650571
"Princes Park";"Herbivory";"Mycopsylla sp. 1 (fici group)";"Herbivore";"normalised.degree";0,0526315789473684
"Princes Park";"Herbivory";"Mycopsylla sp. 1 (fici group)";"Herbivore";"species.strength";0,333333333333333
"Princes Park";"Herbivory";"Mycopsylla sp. 1 (fici group)";"Herbivore";"d";0,671738831494882
"Princes Park";"Herbivory";"Mycopsylla sp. 1 (fici group)";"Herbivore";"betweenness";0
"Princes Park";"Herbivory";"Mycopsylla sp. 1 (fici group)";"Herbivore";"weighted.betweenness";0
"Princes Park";"Herbivory";"Mycopsylla sp. 1 (fici group)";"Herbivore";"closeness";0,0114581776515718
"Princes Park";"Herbivory";"Mycopsylla sp. 1 (fici group)";"Herbivore";"weighted.closeness";0,0111682416680151
"Princes Park";"Herbivory";"Mycopsylla sp. nov. (tuberculata group)";"Herbivore";"normalised.degree";0,0526315789473684
"Princes Park";"Herbivory";"Mycopsylla sp. nov. (tuberculata group)";"Herbivore";"species.strength";0,111111111111111
"Princes Park";"Herbivory";"Mycopsylla sp. nov. (tuberculata group)";"Herbivore";"d";0,43542496594642
"Princes Park";"Herbivory";"Mycopsylla sp. nov. (tuberculata group)";"Herbivore";"betweenness";0
"Princes Park";"Herbivory";"Mycopsylla sp. nov. (tuberculata group)";"Herbivore";"weighted.betweenness";0
"Princes Park";"Herbivory";"Mycopsylla sp. nov. (tuberculata group)";"Herbivore";"closeness";0,0114581776515718
"Princes Park";"Herbivory";"Mycopsylla sp. nov. (tuberculata group)";"Herbivore";"weighted.closeness";0,00555186544435604
"Princes Park";"Herbivory";"Cryptoneossa triangula";"Herbivore";"normalised.degree";0,105263157894737
"Princes Park";"Herbivory";"Cryptoneossa triangula";"Herbivore";"species.strength";0,271428571428571
"Princes Park";"Herbivory";"Cryptoneossa triangula";"Herbivore";"d";0,405797949903475
"Princes Park";"Herbivory";"Cryptoneossa triangula";"Herbivore";"betweenness";0,00279981334577695
"Princes Park";"Herbivory";"Cryptoneossa triangula";"Herbivore";"weighted.betweenness";0,000274433124078076
"Princes Park";"Herbivory";"Cryptoneossa triangula";"Herbivore";"closeness";0,012504359089324
"Princes Park";"Herbivory";"Cryptoneossa triangula";"Herbivore";"weighted.closeness";0,00898859273495511
"Princes Park";"Herbivory";"Froggiatta olivinia";"Herbivore";"normalised.degree";0,0526315789473684
"Princes Park";"Herbivory";"Froggiatta olivinia";"Herbivore";"species.strength";0,2
"Princes Park";"Herbivory";"Froggiatta olivinia";"Herbivore";"d";0,586456262326542
"Princes Park";"Herbivory";"Froggiatta olivinia";"Herbivore";"betweenness";0
"Princes Park";"Herbivory";"Froggiatta olivinia";"Herbivore";"weighted.betweenness";0
"Princes Park";"Herbivory";"Froggiatta olivinia";"Herbivore";"closeness";0,011383450406018
"Princes Park";"Herbivory";"Froggiatta olivinia";"Herbivore";"weighted.closeness";0,00563933384963367
"Princes Park";"Herbivory";"Iassini 1";"Herbivore";"normalised.degree";0,0526315789473684
"Princes Park";"Herbivory";"Iassini 1";"Herbivore";"species.strength";0,2
"Princes Park";"Herbivory";"Iassini 1";"Herbivore";"d";0,586456262326542
"Princes Park";"Herbivory";"Iassini 1";"Herbivore";"betweenness";0
"Princes Park";"Herbivory";"Iassini 1";"Herbivore";"weighted.betweenness";0
"Princes Park";"Herbivory";"Iassini 1";"Herbivore";"closeness";0,011383450406018
"Princes Park";"Herbivory";"Iassini 1";"Herbivore";"weighted.closeness";0,00563933384963367
"Princes Park";"Herbivory";"Taylorilygus sp. 1";"Herbivore";"normalised.degree";0,105263157894737
"Princes Park";"Herbivory";"Taylorilygus sp. 1";"Herbivore";"species.strength";0,271428571428571
"Princes Park";"Herbivory";"Taylorilygus sp. 1";"Herbivore";"d";0,405797949903475
"Princes Park";"Herbivory";"Taylorilygus sp. 1";"Herbivore";"betweenness";0,00279981334577695
"Princes Park";"Herbivory";"Taylorilygus sp. 1";"Herbivore";"weighted.betweenness";0,000274433124078076
"Princes Park";"Herbivory";"Taylorilygus sp. 1";"Herbivore";"closeness";0,012504359089324
"Princes Park";"Herbivory";"Taylorilygus sp. 1";"Herbivore";"weighted.closeness";0,00898859273495511
"Princes Park";"Herbivory";"Aderidae 1";"Herbivore";"normalised.degree";0,0526315789473684
"Princes Park";"Herbivory";"Aderidae 1";"Herbivore";"species.strength";0,0555555555555556
"Princes Park";"Herbivory";"Aderidae 1";"Herbivore";"d";0,257321372392409
"Princes Park";"Herbivory";"Aderidae 1";"Herbivore";"betweenness";0
"Princes Park";"Herbivory";"Aderidae 1";"Herbivore";"weighted.betweenness";0
"Princes Park";"Herbivory";"Aderidae 1";"Herbivore";"closeness";0,0126538135804314
"Princes Park";"Herbivory";"Aderidae 1";"Herbivore";"weighted.closeness";0,00561363263679108
"Princes Park";"Herbivory";"Delphacidae 2";"Herbivore";"normalised.degree";0,0526315789473684
"Princes Park";"Herbivory";"Delphacidae 2";"Herbivore";"species.strength";0,111111111111111
"Princes Park";"Herbivory";"Delphacidae 2";"Herbivore";"d";0,385384577836614
"Princes Park";"Herbivory";"Delphacidae 2";"Herbivore";"betweenness";0
"Princes Park";"Herbivory";"Delphacidae 2";"Herbivore";"weighted.betweenness";0
"Princes Park";"Herbivory";"Delphacidae 2";"Herbivore";"closeness";0,0126538135804314
"Princes Park";"Herbivory";"Delphacidae 2";"Herbivore";"weighted.closeness";0,00907418388023676
"Princes Park";"Herbivory";"Mutusca brevicornis";"Herbivore";"normalised.degree";0,105263157894737
"Princes Park";"Herbivory";"Mutusca brevicornis";"Herbivore";"species.strength";0,157596371882086
"Princes Park";"Herbivory";"Mutusca brevicornis";"Herbivore";"d";0,196918006544385
"Princes Park";"Herbivory";"Mutusca brevicornis";"Herbivore";"betweenness";0,00311090371752994
"Princes Park";"Herbivory";"Mutusca brevicornis";"Herbivore";"weighted.betweenness";0
"Princes Park";"Herbivory";"Mutusca brevicornis";"Herbivore";"closeness";0,0148956309470433
"Princes Park";"Herbivory";"Mutusca brevicornis";"Herbivore";"weighted.closeness";0,0152684021426583
"Princes Park";"Herbivory";"Naupactus cervinus ";"Herbivore";"normalised.degree";0,0526315789473684
"Princes Park";"Herbivory";"Naupactus cervinus ";"Herbivore";"species.strength";0,0555555555555556
"Princes Park";"Herbivory";"Naupactus cervinus ";"Herbivore";"d";0,257321372392409
"Princes Park";"Herbivory";"Naupactus cervinus ";"Herbivore";"betweenness";0
"Princes Park";"Herbivory";"Naupactus cervinus ";"Herbivore";"weighted.betweenness";0
"Princes Park";"Herbivory";"Naupactus cervinus ";"Herbivore";"closeness";0,0126538135804314
"Princes Park";"Herbivory";"Naupactus cervinus ";"Herbivore";"weighted.closeness";0,00561363263679108
"Princes Park";"Herbivory";"Phoridae 4";"Herbivore";"normalised.degree";0,105263157894737
"Princes Park";"Herbivory";"Phoridae 4";"Herbivore";"species.strength";0,0759637188208617
"Princes Park";"Herbivory";"Phoridae 4";"Herbivore";"d";0,051430637384063
"Princes Park";"Herbivory";"Phoridae 4";"Herbivore";"betweenness";0,00311090371752994
"Princes Park";"Herbivory";"Phoridae 4";"Herbivore";"weighted.betweenness";0
"Princes Park";"Herbivory";"Phoridae 4";"Herbivore";"closeness";0,0148956309470433
"Princes Park";"Herbivory";"Phoridae 4";"Herbivore";"weighted.closeness";0,00887434342983042
"Princes Park";"Herbivory";"Sitona discoideus ";"Herbivore";"normalised.degree";0,0526315789473684
"Princes Park";"Herbivory";"Sitona discoideus ";"Herbivore";"species.strength";0,0555555555555556
"Princes Park";"Herbivory";"Sitona discoideus ";"Herbivore";"d";0,257321372392409
"Princes Park";"Herbivory";"Sitona discoideus ";"Herbivore";"betweenness";0
"Princes Park";"Herbivory";"Sitona discoideus ";"Herbivore";"weighted.betweenness";0
"Princes Park";"Herbivory";"Sitona discoideus ";"Herbivore";"closeness";0,0126538135804314
"Princes Park";"Herbivory";"Sitona discoideus ";"Herbivore";"weighted.closeness";0,00561363263679108
"Princes Park";"Herbivory";"Thymbrini 1";"Herbivore";"normalised.degree";0,105263157894737
"Princes Park";"Herbivory";"Thymbrini 1";"Herbivore";"species.strength";0,0759637188208617
"Princes Park";"Herbivory";"Thymbrini 1";"Herbivore";"d";0,051430637384063
"Princes Park";"Herbivory";"Thymbrini 1";"Herbivore";"betweenness";0,00311090371752994
"Princes Park";"Herbivory";"Thymbrini 1";"Herbivore";"weighted.betweenness";0
"Princes Park";"Herbivory";"Thymbrini 1";"Herbivore";"closeness";0,0148956309470433
"Princes Park";"Herbivory";"Thymbrini 1";"Herbivore";"weighted.closeness";0,00887434342983042
"Princes Park";"Herbivory";"Boreioglycaspis australiensis";"Herbivore";"normalised.degree";0,0526315789473684
"Princes Park";"Herbivory";"Boreioglycaspis australiensis";"Herbivore";"species.strength";0,0769230769230769
"Princes Park";"Herbivory";"Boreioglycaspis australiensis";"Herbivore";"d";0,34093838846908
"Princes Park";"Herbivory";"Boreioglycaspis australiensis";"Herbivore";"betweenness";0
"Princes Park";"Herbivory";"Boreioglycaspis australiensis";"Herbivore";"weighted.betweenness";0
"Princes Park";"Herbivory";"Boreioglycaspis australiensis";"Herbivore";"closeness";0,0119812683704479
"Princes Park";"Herbivory";"Boreioglycaspis australiensis";"Herbivore";"weighted.closeness";0,00563933384963367
"Princes Park";"Herbivory";"Ctenarytaina longicauda";"Herbivore";"normalised.degree";0,105263157894737
"Princes Park";"Herbivory";"Ctenarytaina longicauda";"Herbivore";"species.strength";0,296703296703297
"Princes Park";"Herbivory";"Ctenarytaina longicauda";"Herbivore";"d";0,433331577117964
"Princes Park";"Herbivory";"Ctenarytaina longicauda";"Herbivore";"betweenness";0,00699811931729804
"Princes Park";"Herbivory";"Ctenarytaina longicauda";"Herbivore";"weighted.betweenness";0
"Princes Park";"Herbivory";"Ctenarytaina longicauda";"Herbivore";"closeness";0,012504359089324
"Princes Park";"Herbivory";"Ctenarytaina longicauda";"Herbivore";"weighted.closeness";0,0112464030268796
"Princes Park";"Herbivory";"Dilompus sp. 1";"Herbivore";"normalised.degree";0,0526315789473684
"Princes Park";"Herbivory";"Dilompus sp. 1";"Herbivore";"species.strength";0,153846153846154
"Princes Park";"Herbivory";"Dilompus sp. 1";"Herbivore";"d";0,476412881491869
"Princes Park";"Herbivory";"Dilompus sp. 1";"Herbivore";"betweenness";0
