"site";"interaction_type";"rep";"metric";"value"
"Garrard Street Reserve";"Pollinator";28;"centrality_eigen";0,190983005625053
"Garrard Street Reserve";"Pollinator";28;"interaction_overlap";1
"Garrard Street Reserve";"Pollinator";29;"richness";14
"Garrard Street Reserve";"Pollinator";29;"connectance";1
"Garrard Street Reserve";"Pollinator";29;"link_density";6,42857142857143
"Garrard Street Reserve";"Pollinator";29;"degree_heterogeneity";2,59647842544511
"Garrard Street Reserve";"Pollinator";29;"modularity_eigen";0
"Garrard Street Reserve";"Pollinator";29;"modularity_betweenness";0
"Garrard Street Reserve";"Pollinator";29;"nestedness";0
"Garrard Street Reserve";"Pollinator";29;"centrality_degree";0,106508875739645
"Garrard Street Reserve";"Pollinator";29;"centrality_betweenness";0,0540433925049309
"Garrard Street Reserve";"Pollinator";29;"centrality_eigen";0,190983005625053
"Garrard Street Reserve";"Pollinator";29;"interaction_overlap";1
"Garrard Street Reserve";"Pollinator";30;"richness";14
"Garrard Street Reserve";"Pollinator";30;"connectance";1
"Garrard Street Reserve";"Pollinator";30;"link_density";6,42857142857143
"Garrard Street Reserve";"Pollinator";30;"degree_heterogeneity";2,59647842544511
"Garrard Street Reserve";"Pollinator";30;"modularity_eigen";0
"Garrard Street Reserve";"Pollinator";30;"modularity_betweenness";0
"Garrard Street Reserve";"Pollinator";30;"nestedness";0
"Garrard Street Reserve";"Pollinator";30;"centrality_degree";0,106508875739645
"Garrard Street Reserve";"Pollinator";30;"centrality_betweenness";0,0540433925049309
"Garrard Street Reserve";"Pollinator";30;"centrality_eigen";0,190983005625053
"Garrard Street Reserve";"Pollinator";30;"interaction_overlap";1
"Garrard Street Reserve";"Pollinator";31;"richness";14
"Garrard Street Reserve";"Pollinator";31;"connectance";1
"Garrard Street Reserve";"Pollinator";31;"link_density";6,42857142857143
"Garrard Street Reserve";"Pollinator";31;"degree_heterogeneity";2,59647842544511
"Garrard Street Reserve";"Pollinator";31;"modularity_eigen";0
"Garrard Street Reserve";"Pollinator";31;"modularity_betweenness";0
"Garrard Street Reserve";"Pollinator";31;"nestedness";0
"Garrard Street Reserve";"Pollinator";31;"centrality_degree";0,106508875739645
"Garrard Street Reserve";"Pollinator";31;"centrality_betweenness";0,0540433925049309
"Garrard Street Reserve";"Pollinator";31;"centrality_eigen";0,190983005625053
"Garrard Street Reserve";"Pollinator";31;"interaction_overlap";1
"Garrard Street Reserve";"Pollinator";32;"richness";14
"Garrard Street Reserve";"Pollinator";32;"connectance";1
"Garrard Street Reserve";"Pollinator";32;"link_density";6,42857142857143
"Garrard Street Reserve";"Pollinator";32;"degree_heterogeneity";2,59647842544511
"Garrard Street Reserve";"Pollinator";32;"modularity_eigen";0
"Garrard Street Reserve";"Pollinator";32;"modularity_betweenness";0
"Garrard Street Reserve";"Pollinator";32;"nestedness";0
"Garrard Street Reserve";"Pollinator";32;"centrality_degree";0,106508875739645
"Garrard Street Reserve";"Pollinator";32;"centrality_betweenness";0,0540433925049309
"Garrard Street Reserve";"Pollinator";32;"centrality_eigen";0,190983005625053
"Garrard Street Reserve";"Pollinator";32;"interaction_overlap";1
"Garrard Street Reserve";"Pollinator";33;"richness";14
"Garrard Street Reserve";"Pollinator";33;"connectance";1
"Garrard Street Reserve";"Pollinator";33;"link_density";6,42857142857143
"Garrard Street Reserve";"Pollinator";33;"degree_heterogeneity";2,59647842544511
"Garrard Street Reserve";"Pollinator";33;"modularity_eigen";0
"Garrard Street Reserve";"Pollinator";33;"modularity_betweenness";0
"Garrard Street Reserve";"Pollinator";33;"nestedness";0
"Garrard Street Reserve";"Pollinator";33;"centrality_degree";0,106508875739645
"Garrard Street Reserve";"Pollinator";33;"centrality_betweenness";0,0540433925049309
"Garrard Street Reserve";"Pollinator";33;"centrality_eigen";0,190983005625053
"Garrard Street Reserve";"Pollinator";33;"interaction_overlap";1
"Garrard Street Reserve";"Pollinator";34;"richness";14
"Garrard Street Reserve";"Pollinator";34;"connectance";1
"Garrard Street Reserve";"Pollinator";34;"link_density";6,42857142857143
"Garrard Street Reserve";"Pollinator";34;"degree_heterogeneity";2,59647842544511
"Garrard Street Reserve";"Pollinator";34;"modularity_eigen";0
"Garrard Street Reserve";"Pollinator";34;"modularity_betweenness";0
"Garrard Street Reserve";"Pollinator";34;"nestedness";0
"Garrard Street Reserve";"Pollinator";34;"centrality_degree";0,106508875739645
"Garrard Street Reserve";"Pollinator";34;"centrality_betweenness";0,0540433925049309
"Garrard Street Reserve";"Pollinator";34;"centrality_eigen";0,190983005625053
"Garrard Street Reserve";"Pollinator";34;"interaction_overlap";1
"Garrard Street Reserve";"Pollinator";35;"richness";14
"Garrard Street Reserve";"Pollinator";35;"connectance";1
"Garrard Street Reserve";"Pollinator";35;"link_density";6,42857142857143
"Garrard Street Reserve";"Pollinator";35;"degree_heterogeneity";2,59647842544511
"Garrard Street Reserve";"Pollinator";35;"modularity_eigen";0
"Garrard Street Reserve";"Pollinator";35;"modularity_betweenness";0
"Garrard Street Reserve";"Pollinator";35;"nestedness";0
"Garrard Street Reserve";"Pollinator";35;"centrality_degree";0,106508875739645
"Garrard Street Reserve";"Pollinator";35;"centrality_betweenness";0,0540433925049309
"Garrard Street Reserve";"Pollinator";35;"centrality_eigen";0,190983005625053
"Garrard Street Reserve";"Pollinator";35;"interaction_overlap";1
"Garrard Street Reserve";"Pollinator";36;"richness";14
"Garrard Street Reserve";"Pollinator";36;"connectance";1
"Garrard Street Reserve";"Pollinator";36;"link_density";6,42857142857143
"Garrard Street Reserve";"Pollinator";36;"degree_heterogeneity";2,59647842544511
"Garrard Street Reserve";"Pollinator";36;"modularity_eigen";0
"Garrard Street Reserve";"Pollinator";36;"modularity_betweenness";0
"Garrard Street Reserve";"Pollinator";36;"nestedness";0
"Garrard Street Reserve";"Pollinator";36;"centrality_degree";0,106508875739645
"Garrard Street Reserve";"Pollinator";36;"centrality_betweenness";0,0540433925049309
"Garrard Street Reserve";"Pollinator";36;"centrality_eigen";0,190983005625053
"Garrard Street Reserve";"Pollinator";36;"interaction_overlap";1
"Garrard Street Reserve";"Pollinator";37;"richness";14
"Garrard Street Reserve";"Pollinator";37;"connectance";1
"Garrard Street Reserve";"Pollinator";37;"link_density";6,42857142857143
"Garrard Street Reserve";"Pollinator";37;"degree_heterogeneity";2,59647842544511
"Garrard Street Reserve";"Pollinator";37;"modularity_eigen";0
"Garrard Street Reserve";"Pollinator";37;"modularity_betweenness";0
"Garrard Street Reserve";"Pollinator";37;"nestedness";0
"Garrard Street Reserve";"Pollinator";37;"centrality_degree";0,106508875739645
"Garrard Street Reserve";"Pollinator";37;"centrality_betweenness";0,0540433925049309
"Garrard Street Reserve";"Pollinator";37;"centrality_eigen";0,190983005625053
"Garrard Street Reserve";"Pollinator";37;"interaction_overlap";1
"Garrard Street Reserve";"Pollinator";38;"richness";14
"Garrard Street Reserve";"Pollinator";38;"connectance";1
"Garrard Street Reserve";"Pollinator";38;"link_density";6,42857142857143
"Garrard Street Reserve";"Pollinator";38;"degree_heterogeneity";2,59647842544511
"Garrard Street Reserve";"Pollinator";38;"modularity_eigen";0
"Garrard Street Reserve";"Pollinator";38;"modularity_betweenness";0
"Garrard Street Reserve";"Pollinator";38;"nestedness";0
"Garrard Street Reserve";"Pollinator";38;"centrality_degree";0,106508875739645
"Garrard Street Reserve";"Pollinator";38;"centrality_betweenness";0,0540433925049309
"Garrard Street Reserve";"Pollinator";38;"centrality_eigen";0,190983005625053
"Garrard Street Reserve";"Pollinator";38;"interaction_overlap";1
"Garrard Street Reserve";"Pollinator";39;"richness";14
"Garrard Street Reserve";"Pollinator";39;"connectance";1
"Garrard Street Reserve";"Pollinator";39;"link_density";6,42857142857143
"Garrard Street Reserve";"Pollinator";39;"degree_heterogeneity";2,59647842544511
"Garrard Street Reserve";"Pollinator";39;"modularity_eigen";0
"Garrard Street Reserve";"Pollinator";39;"modularity_betweenness";0
"Garrard Street Reserve";"Pollinator";39;"nestedness";0
"Garrard Street Reserve";"Pollinator";39;"centrality_degree";0,106508875739645
"Garrard Street Reserve";"Pollinator";39;"centrality_betweenness";0,0540433925049309
"Garrard Street Reserve";"Pollinator";39;"centrality_eigen";0,190983005625053
"Garrard Street Reserve";"Pollinator";39;"interaction_overlap";1
"Garrard Street Reserve";"Pollinator";40;"richness";14
"Garrard Street Reserve";"Pollinator";40;"connectance";1
"Garrard Street Reserve";"Pollinator";40;"link_density";6,42857142857143
"Garrard Street Reserve";"Pollinator";40;"degree_heterogeneity";2,59647842544511
"Garrard Street Reserve";"Pollinator";40;"modularity_eigen";0
"Garrard Street Reserve";"Pollinator";40;"modularity_betweenness";0
"Garrard Street Reserve";"Pollinator";40;"nestedness";0
"Garrard Street Reserve";"Pollinator";40;"centrality_degree";0,106508875739645
"Garrard Street Reserve";"Pollinator";40;"centrality_betweenness";0,0540433925049309
"Garrard Street Reserve";"Pollinator";40;"centrality_eigen";0,190983005625053
"Garrard Street Reserve";"Pollinator";40;"interaction_overlap";1
"Garrard Street Reserve";"Pollinator";41;"richness";14
"Garrard Street Reserve";"Pollinator";41;"connectance";1
"Garrard Street Reserve";"Pollinator";41;"link_density";6,42857142857143
"Garrard Street Reserve";"Pollinator";41;"degree_heterogeneity";2,59647842544511
"Garrard Street Reserve";"Pollinator";41;"modularity_eigen";0
"Garrard Street Reserve";"Pollinator";41;"modularity_betweenness";0
"Garrard Street Reserve";"Pollinator";41;"nestedness";0
"Garrard Street Reserve";"Pollinator";41;"centrality_degree";0,106508875739645
"Garrard Street Reserve";"Pollinator";41;"centrality_betweenness";0,0540433925049309
"Garrard Street Reserve";"Pollinator";41;"centrality_eigen";0,190983005625053
"Garrard Street Reserve";"Pollinator";41;"interaction_overlap";1
"Garrard Street Reserve";"Pollinator";42;"richness";14
"Garrard Street Reserve";"Pollinator";42;"connectance";1
"Garrard Street Reserve";"Pollinator";42;"link_density";6,42857142857143
"Garrard Street Reserve";"Pollinator";42;"degree_heterogeneity";2,59647842544511
"Garrard Street Reserve";"Pollinator";42;"modularity_eigen";0
"Garrard Street Reserve";"Pollinator";42;"modularity_betweenness";0
"Garrard Street Reserve";"Pollinator";42;"nestedness";0
"Garrard Street Reserve";"Pollinator";42;"centrality_degree";0,106508875739645
"Garrard Street Reserve";"Pollinator";42;"centrality_betweenness";0,0540433925049309
"Garrard Street Reserve";"Pollinator";42;"centrality_eigen";0,190983005625053
"Garrard Street Reserve";"Pollinator";42;"interaction_overlap";1
"Garrard Street Reserve";"Pollinator";43;"richness";14
"Garrard Street Reserve";"Pollinator";43;"connectance";1
"Garrard Street Reserve";"Pollinator";43;"link_density";6,42857142857143
"Garrard Street Reserve";"Pollinator";43;"degree_heterogeneity";2,59647842544511
"Garrard Street Reserve";"Pollinator";43;"modularity_eigen";0
"Garrard Street Reserve";"Pollinator";43;"modularity_betweenness";0
"Garrard Street Reserve";"Pollinator";43;"nestedness";0
"Garrard Street Reserve";"Pollinator";43;"centrality_degree";0,106508875739645
"Garrard Street Reserve";"Pollinator";43;"centrality_betweenness";0,0540433925049309
"Garrard Street Reserve";"Pollinator";43;"centrality_eigen";0,190983005625053
"Garrard Street Reserve";"Pollinator";43;"interaction_overlap";1
"Garrard Street Reserve";"Pollinator";44;"richness";14
"Garrard Street Reserve";"Pollinator";44;"connectance";1
"Garrard Street Reserve";"Pollinator";44;"link_density";6,42857142857143
"Garrard Street Reserve";"Pollinator";44;"degree_heterogeneity";2,59647842544511
"Garrard Street Reserve";"Pollinator";44;"modularity_eigen";0
"Garrard Street Reserve";"Pollinator";44;"modularity_betweenness";0
"Garrard Street Reserve";"Pollinator";44;"nestedness";0
"Garrard Street Reserve";"Pollinator";44;"centrality_degree";0,106508875739645
"Garrard Street Reserve";"Pollinator";44;"centrality_betweenness";0,0540433925049309
"Garrard Street Reserve";"Pollinator";44;"centrality_eigen";0,190983005625052
"Garrard Street Reserve";"Pollinator";44;"interaction_overlap";1
"Garrard Street Reserve";"Pollinator";45;"richness";14
"Garrard Street Reserve";"Pollinator";45;"connectance";1
"Garrard Street Reserve";"Pollinator";45;"link_density";6,42857142857143
"Garrard Street Reserve";"Pollinator";45;"degree_heterogeneity";2,59647842544511
"Garrard Street Reserve";"Pollinator";45;"modularity_eigen";0
"Garrard Street Reserve";"Pollinator";45;"modularity_betweenness";0
"Garrard Street Reserve";"Pollinator";45;"nestedness";0
"Garrard Street Reserve";"Pollinator";45;"centrality_degree";0,106508875739645
"Garrard Street Reserve";"Pollinator";45;"centrality_betweenness";0,0540433925049309
"Garrard Street Reserve";"Pollinator";45;"centrality_eigen";0,190983005625053
"Garrard Street Reserve";"Pollinator";45;"interaction_overlap";1
"Garrard Street Reserve";"Pollinator";46;"richness";14
"Garrard Street Reserve";"Pollinator";46;"connectance";1
"Garrard Street Reserve";"Pollinator";46;"link_density";6,42857142857143
"Garrard Street Reserve";"Pollinator";46;"degree_heterogeneity";2,59647842544511
"Garrard Street Reserve";"Pollinator";46;"modularity_eigen";0
"Garrard Street Reserve";"Pollinator";46;"modularity_betweenness";0
"Garrard Street Reserve";"Pollinator";46;"nestedness";0
"Garrard Street Reserve";"Pollinator";46;"centrality_degree";0,106508875739645
"Garrard Street Reserve";"Pollinator";46;"centrality_betweenness";0,0540433925049309
"Garrard Street Reserve";"Pollinator";46;"centrality_eigen";0,190983005625053
"Garrard Street Reserve";"Pollinator";46;"interaction_overlap";1
"Garrard Street Reserve";"Pollinator";47;"richness";14
"Garrard Street Reserve";"Pollinator";47;"connectance";1
"Garrard Street Reserve";"Pollinator";47;"link_density";6,42857142857143
"Garrard Street Reserve";"Pollinator";47;"degree_heterogeneity";2,59647842544511
"Garrard Street Reserve";"Pollinator";47;"modularity_eigen";0
"Garrard Street Reserve";"Pollinator";47;"modularity_betweenness";0
"Garrard Street Reserve";"Pollinator";47;"nestedness";0
"Garrard Street Reserve";"Pollinator";47;"centrality_degree";0,106508875739645
"Garrard Street Reserve";"Pollinator";47;"centrality_betweenness";0,0540433925049309
"Garrard Street Reserve";"Pollinator";47;"centrality_eigen";0,190983005625053
"Garrard Street Reserve";"Pollinator";47;"interaction_overlap";1
"Garrard Street Reserve";"Pollinator";48;"richness";14
"Garrard Street Reserve";"Pollinator";48;"connectance";1
"Garrard Street Reserve";"Pollinator";48;"link_density";6,42857142857143
"Garrard Street Reserve";"Pollinator";48;"degree_heterogeneity";2,59647842544511
"Garrard Street Reserve";"Pollinator";48;"modularity_eigen";0
"Garrard Street Reserve";"Pollinator";48;"modularity_betweenness";0
"Garrard Street Reserve";"Pollinator";48;"nestedness";0
"Garrard Street Reserve";"Pollinator";48;"centrality_degree";0,106508875739645
"Garrard Street Reserve";"Pollinator";48;"centrality_betweenness";0,0540433925049309
"Garrard Street Reserve";"Pollinator";48;"centrality_eigen";0,190983005625053
"Garrard Street Reserve";"Pollinator";48;"interaction_overlap";1
"Garrard Street Reserve";"Pollinator";49;"richness";14
"Garrard Street Reserve";"Pollinator";49;"connectance";1
"Garrard Street Reserve";"Pollinator";49;"link_density";6,42857142857143
"Garrard Street Reserve";"Pollinator";49;"degree_heterogeneity";2,59647842544511
"Garrard Street Reserve";"Pollinator";49;"modularity_eigen";0
"Garrard Street Reserve";"Pollinator";49;"modularity_betweenness";0
"Garrard Street Reserve";"Pollinator";49;"nestedness";0
"Garrard Street Reserve";"Pollinator";49;"centrality_degree";0,106508875739645
"Garrard Street Reserve";"Pollinator";49;"centrality_betweenness";0,0540433925049309
"Garrard Street Reserve";"Pollinator";49;"centrality_eigen";0,190983005625053
"Garrard Street Reserve";"Pollinator";49;"interaction_overlap";1
"Garrard Street Reserve";"Pollinator";50;"richness";14
"Garrard Street Reserve";"Pollinator";50;"connectance";1
"Garrard Street Reserve";"Pollinator";50;"link_density";6,42857142857143
"Garrard Street Reserve";"Pollinator";50;"degree_heterogeneity";2,59647842544511
"Garrard Street Reserve";"Pollinator";50;"modularity_eigen";0
"Garrard Street Reserve";"Pollinator";50;"modularity_betweenness";0
"Garrard Street Reserve";"Pollinator";50;"nestedness";0
"Garrard Street Reserve";"Pollinator";50;"centrality_degree";0,106508875739645
"Garrard Street Reserve";"Pollinator";50;"centrality_betweenness";0,0540433925049309
"Garrard Street Reserve";"Pollinator";50;"centrality_eigen";0,190983005625053
"Garrard Street Reserve";"Pollinator";50;"interaction_overlap";1
"Garrard Street Reserve";"Pollinator";51;"richness";14
"Garrard Street Reserve";"Pollinator";51;"connectance";1
"Garrard Street Reserve";"Pollinator";51;"link_density";6,42857142857143
"Garrard Street Reserve";"Pollinator";51;"degree_heterogeneity";2,59647842544511
"Garrard Street Reserve";"Pollinator";51;"modularity_eigen";0
"Garrard Street Reserve";"Pollinator";51;"modularity_betweenness";0
"Garrard Street Reserve";"Pollinator";51;"nestedness";0
"Garrard Street Reserve";"Pollinator";51;"centrality_degree";0,106508875739645
"Garrard Street Reserve";"Pollinator";51;"centrality_betweenness";0,0540433925049309
"Garrard Street Reserve";"Pollinator";51;"centrality_eigen";0,190983005625053
"Garrard Street Reserve";"Pollinator";51;"interaction_overlap";1
"Garrard Street Reserve";"Pollinator";52;"richness";14
"Garrard Street Reserve";"Pollinator";52;"connectance";1
"Garrard Street Reserve";"Pollinator";52;"link_density";6,42857142857143
"Garrard Street Reserve";"Pollinator";52;"degree_heterogeneity";2,59647842544511
"Garrard Street Reserve";"Pollinator";52;"modularity_eigen";0
"Garrard Street Reserve";"Pollinator";52;"modularity_betweenness";0
"Garrard Street Reserve";"Pollinator";52;"nestedness";0
"Garrard Street Reserve";"Pollinator";52;"centrality_degree";0,106508875739645
"Garrard Street Reserve";"Pollinator";52;"centrality_betweenness";0,0540433925049309
"Garrard Street Reserve";"Pollinator";52;"centrality_eigen";0,190983005625053
"Garrard Street Reserve";"Pollinator";52;"interaction_overlap";1
"Garrard Street Reserve";"Pollinator";53;"richness";14
"Garrard Street Reserve";"Pollinator";53;"connectance";1
"Garrard Street Reserve";"Pollinator";53;"link_density";6,42857142857143
"Garrard Street Reserve";"Pollinator";53;"degree_heterogeneity";2,59647842544511
"Garrard Street Reserve";"Pollinator";53;"modularity_eigen";0
"Garrard Street Reserve";"Pollinator";53;"modularity_betweenness";0
"Garrard Street Reserve";"Pollinator";53;"nestedness";0
"Garrard Street Reserve";"Pollinator";53;"centrality_degree";0,106508875739645
"Garrard Street Reserve";"Pollinator";53;"centrality_betweenness";0,0540433925049309
"Garrard Street Reserve";"Pollinator";53;"centrality_eigen";0,190983005625053
"Garrard Street Reserve";"Pollinator";53;"interaction_overlap";1
"Garrard Street Reserve";"Pollinator";54;"richness";14
"Garrard Street Reserve";"Pollinator";54;"connectance";1
"Garrard Street Reserve";"Pollinator";54;"link_density";6,42857142857143
"Garrard Street Reserve";"Pollinator";54;"degree_heterogeneity";2,59647842544511
"Garrard Street Reserve";"Pollinator";54;"modularity_eigen";0
"Garrard Street Reserve";"Pollinator";54;"modularity_betweenness";0
"Garrard Street Reserve";"Pollinator";54;"nestedness";0
"Garrard Street Reserve";"Pollinator";54;"centrality_degree";0,106508875739645
"Garrard Street Reserve";"Pollinator";54;"centrality_betweenness";0,0540433925049309
"Garrard Street Reserve";"Pollinator";54;"centrality_eigen";0,190983005625053
"Garrard Street Reserve";"Pollinator";54;"interaction_overlap";1
"Garrard Street Reserve";"Pollinator";55;"richness";14
"Garrard Street Reserve";"Pollinator";55;"connectance";1
"Garrard Street Reserve";"Pollinator";55;"link_density";6,42857142857143
"Garrard Street Reserve";"Pollinator";55;"degree_heterogeneity";2,59647842544511
"Garrard Street Reserve";"Pollinator";55;"modularity_eigen";0
"Garrard Street Reserve";"Pollinator";55;"modularity_betweenness";0
"Garrard Street Reserve";"Pollinator";55;"nestedness";0
"Garrard Street Reserve";"Pollinator";55;"centrality_degree";0,106508875739645
"Garrard Street Reserve";"Pollinator";55;"centrality_betweenness";0,0540433925049309
"Garrard Street Reserve";"Pollinator";55;"centrality_eigen";0,190983005625053
"Garrard Street Reserve";"Pollinator";55;"interaction_overlap";1
"Garrard Street Reserve";"Pollinator";56;"richness";14
"Garrard Street Reserve";"Pollinator";56;"connectance";1
"Garrard Street Reserve";"Pollinator";56;"link_density";6,42857142857143
"Garrard Street Reserve";"Pollinator";56;"degree_heterogeneity";2,59647842544511
"Garrard Street Reserve";"Pollinator";56;"modularity_eigen";0
"Garrard Street Reserve";"Pollinator";56;"modularity_betweenness";0
"Garrard Street Reserve";"Pollinator";56;"nestedness";0
"Garrard Street Reserve";"Pollinator";56;"centrality_degree";0,106508875739645
"Garrard Street Reserve";"Pollinator";56;"centrality_betweenness";0,0540433925049309
"Garrard Street Reserve";"Pollinator";56;"centrality_eigen";0,190983005625053
"Garrard Street Reserve";"Pollinator";56;"interaction_overlap";1
"Garrard Street Reserve";"Pollinator";57;"richness";14
"Garrard Street Reserve";"Pollinator";57;"connectance";1
"Garrard Street Reserve";"Pollinator";57;"link_density";6,42857142857143
"Garrard Street Reserve";"Pollinator";57;"degree_heterogeneity";2,59647842544511
"Garrard Street Reserve";"Pollinator";57;"modularity_eigen";0
"Garrard Street Reserve";"Pollinator";57;"modularity_betweenness";0
"Garrard Street Reserve";"Pollinator";57;"nestedness";0
"Garrard Street Reserve";"Pollinator";57;"centrality_degree";0,106508875739645
"Garrard Street Reserve";"Pollinator";57;"centrality_betweenness";0,0540433925049309
"Garrard Street Reserve";"Pollinator";57;"centrality_eigen";0,190983005625053
"Garrard Street Reserve";"Pollinator";57;"interaction_overlap";1
"Garrard Street Reserve";"Pollinator";58;"richness";14
"Garrard Street Reserve";"Pollinator";58;"connectance";1
"Garrard Street Reserve";"Pollinator";58;"link_density";6,42857142857143
"Garrard Street Reserve";"Pollinator";58;"degree_heterogeneity";2,59647842544511
"Garrard Street Reserve";"Pollinator";58;"modularity_eigen";0
"Garrard Street Reserve";"Pollinator";58;"modularity_betweenness";0
"Garrard Street Reserve";"Pollinator";58;"nestedness";0
"Garrard Street Reserve";"Pollinator";58;"centrality_degree";0,106508875739645
"Garrard Street Reserve";"Pollinator";58;"centrality_betweenness";0,0540433925049309
"Garrard Street Reserve";"Pollinator";58;"centrality_eigen";0,190983005625053
"Garrard Street Reserve";"Pollinator";58;"interaction_overlap";1
"Garrard Street Reserve";"Pollinator";59;"richness";14
"Garrard Street Reserve";"Pollinator";59;"connectance";1
"Garrard Street Reserve";"Pollinator";59;"link_density";6,42857142857143
"Garrard Street Reserve";"Pollinator";59;"degree_heterogeneity";2,59647842544511
"Garrard Street Reserve";"Pollinator";59;"modularity_eigen";0
"Garrard Street Reserve";"Pollinator";59;"modularity_betweenness";0
"Garrard Street Reserve";"Pollinator";59;"nestedness";0
"Garrard Street Reserve";"Pollinator";59;"centrality_degree";0,106508875739645
"Garrard Street Reserve";"Pollinator";59;"centrality_betweenness";0,0540433925049309
"Garrard Street Reserve";"Pollinator";59;"centrality_eigen";0,190983005625053
"Garrard Street Reserve";"Pollinator";59;"interaction_overlap";1
"Garrard Street Reserve";"Pollinator";60;"richness";14
"Garrard Street Reserve";"Pollinator";60;"connectance";1
"Garrard Street Reserve";"Pollinator";60;"link_density";6,42857142857143
"Garrard Street Reserve";"Pollinator";60;"degree_heterogeneity";2,59647842544511
"Garrard Street Reserve";"Pollinator";60;"modularity_eigen";0
"Garrard Street Reserve";"Pollinator";60;"modularity_betweenness";0
"Garrard Street Reserve";"Pollinator";60;"nestedness";0
"Garrard Street Reserve";"Pollinator";60;"centrality_degree";0,106508875739645
"Garrard Street Reserve";"Pollinator";60;"centrality_betweenness";0,0540433925049309
"Garrard Street Reserve";"Pollinator";60;"centrality_eigen";0,190983005625053
"Garrard Street Reserve";"Pollinator";60;"interaction_overlap";1
"Garrard Street Reserve";"Pollinator";61;"richness";14
"Garrard Street Reserve";"Pollinator";61;"connectance";1
"Garrard Street Reserve";"Pollinator";61;"link_density";6,42857142857143
"Garrard Street Reserve";"Pollinator";61;"degree_heterogeneity";2,59647842544511
"Garrard Street Reserve";"Pollinator";61;"modularity_eigen";0
"Garrard Street Reserve";"Pollinator";61;"modularity_betweenness";0
"Garrard Street Reserve";"Pollinator";61;"nestedness";0
"Garrard Street Reserve";"Pollinator";61;"centrality_degree";0,106508875739645
"Garrard Street Reserve";"Pollinator";61;"centrality_betweenness";0,0540433925049309
"Garrard Street Reserve";"Pollinator";61;"centrality_eigen";0,190983005625053
"Garrard Street Reserve";"Pollinator";61;"interaction_overlap";1
"Garrard Street Reserve";"Pollinator";62;"richness";14
"Garrard Street Reserve";"Pollinator";62;"connectance";1
"Garrard Street Reserve";"Pollinator";62;"link_density";6,42857142857143
"Garrard Street Reserve";"Pollinator";62;"degree_heterogeneity";2,59647842544511
"Garrard Street Reserve";"Pollinator";62;"modularity_eigen";0
"Garrard Street Reserve";"Pollinator";62;"modularity_betweenness";0
"Garrard Street Reserve";"Pollinator";62;"nestedness";0
"Garrard Street Reserve";"Pollinator";62;"centrality_degree";0,106508875739645
"Garrard Street Reserve";"Pollinator";62;"centrality_betweenness";0,0540433925049309
"Garrard Street Reserve";"Pollinator";62;"centrality_eigen";0,190983005625053
"Garrard Street Reserve";"Pollinator";62;"interaction_overlap";1
"Garrard Street Reserve";"Pollinator";63;"richness";14
"Garrard Street Reserve";"Pollinator";63;"connectance";1
"Garrard Street Reserve";"Pollinator";63;"link_density";6,42857142857143
"Garrard Street Reserve";"Pollinator";63;"degree_heterogeneity";2,59647842544511
"Garrard Street Reserve";"Pollinator";63;"modularity_eigen";0
"Garrard Street Reserve";"Pollinator";63;"modularity_betweenness";0
"Garrard Street Reserve";"Pollinator";63;"nestedness";0
"Garrard Street Reserve";"Pollinator";63;"centrality_degree";0,106508875739645
"Garrard Street Reserve";"Pollinator";63;"centrality_betweenness";0,0540433925049309
"Garrard Street Reserve";"Pollinator";63;"centrality_eigen";0,190983005625053
"Garrard Street Reserve";"Pollinator";63;"interaction_overlap";1
"Garrard Street Reserve";"Pollinator";64;"richness";14
"Garrard Street Reserve";"Pollinator";64;"connectance";1
"Garrard Street Reserve";"Pollinator";64;"link_density";6,42857142857143
"Garrard Street Reserve";"Pollinator";64;"degree_heterogeneity";2,59647842544511
"Garrard Street Reserve";"Pollinator";64;"modularity_eigen";0
"Garrard Street Reserve";"Pollinator";64;"modularity_betweenness";0
"Garrard Street Reserve";"Pollinator";64;"nestedness";0
"Garrard Street Reserve";"Pollinator";64;"centrality_degree";0,106508875739645
"Garrard Street Reserve";"Pollinator";64;"centrality_betweenness";0,0540433925049309
"Garrard Street Reserve";"Pollinator";64;"centrality_eigen";0,190983005625053
"Garrard Street Reserve";"Pollinator";64;"interaction_overlap";1
"Garrard Street Reserve";"Pollinator";65;"richness";14
"Garrard Street Reserve";"Pollinator";65;"connectance";1
"Garrard Street Reserve";"Pollinator";65;"link_density";6,42857142857143
"Garrard Street Reserve";"Pollinator";65;"degree_heterogeneity";2,59647842544511
"Garrard Street Reserve";"Pollinator";65;"modularity_eigen";0
"Garrard Street Reserve";"Pollinator";65;"modularity_betweenness";0
"Garrard Street Reserve";"Pollinator";65;"nestedness";0
"Garrard Street Reserve";"Pollinator";65;"centrality_degree";0,106508875739645
"Garrard Street Reserve";"Pollinator";65;"centrality_betweenness";0,0540433925049309
"Garrard Street Reserve";"Pollinator";65;"centrality_eigen";0,190983005625053
"Garrard Street Reserve";"Pollinator";65;"interaction_overlap";1
"Garrard Street Reserve";"Pollinator";66;"richness";14
"Garrard Street Reserve";"Pollinator";66;"connectance";1
"Garrard Street Reserve";"Pollinator";66;"link_density";6,42857142857143
"Garrard Street Reserve";"Pollinator";66;"degree_heterogeneity";2,59647842544511
"Garrard Street Reserve";"Pollinator";66;"modularity_eigen";0
"Garrard Street Reserve";"Pollinator";66;"modularity_betweenness";0
