"sp_1";"site_1";"sp_2";"site_2";"interaction_type";"apparent_interaction_value"
"Abelia grandiflora";"Fitzroy-Treasury Gardens";"Rosmarinus officinalis";"Argyle Square";"Pollination";2,45588875182236
"Abelia grandiflora";"Fitzroy-Treasury Gardens";"Rosmarinus officinalis";"Women's Peace Gardens";"Pollination";0,778136144443198
"Abelia grandiflora";"Fitzroy-Treasury Gardens";"Salvia leucantha";"Carlton Gardens South";"Pollination";7,45113977047587
"Abelia grandiflora";"Fitzroy-Treasury Gardens";"Stachys byzantina";"Carlton Gardens South";"Pollination";3,72556988523794
"Abelia grandiflora";"Fitzroy-Treasury Gardens";"Trachelospermum jasminoides";"Lincoln Square";"Pollination";0,785464468617996
"Acacia acinacea";"Royal Park";"Acacia acinacea";"Royal Park";"Pollination";1
"Acacia verniciflua";"Royal Park";"Acacia verniciflua";"Royal Park";"Pollination";1
"Agapanthus praecox";"Carlton Gardens South";"Abelia grandiflora";"Fitzroy-Treasury Gardens";"Pollination";5,5883548278569
"Agapanthus praecox";"Carlton Gardens South";"Agapanthus praecox";"Carlton Gardens South";"Pollination";4
"Agapanthus praecox";"Carlton Gardens South";"Agapanthus praecox";"Fitzroy-Treasury Gardens";"Pollination";5,5883548278569
"Agapanthus praecox";"Carlton Gardens South";"Calodendrum capense ";"Royal Park";"Pollination";2,2661792082539
"Agapanthus praecox";"Carlton Gardens South";"Canna generalis";"Fitzroy-Treasury Gardens";"Pollination";2,79417741392845
"Agapanthus praecox";"Carlton Gardens South";"Canna indica";"Carlton Gardens South";"Pollination";8
"Agapanthus praecox";"Carlton Gardens South";"Cistus sp.";"Women's Peace Gardens";"Pollination";1,14070202983066
"Agapanthus praecox";"Carlton Gardens South";"Corymbia maculata";"Royal Park";"Pollination";1,13308960412695
"Agapanthus praecox";"Carlton Gardens South";"Cynodon dactylon01";"Argyle Square";"Pollination";2,89238533138948
"Agapanthus praecox";"Carlton Gardens South";"Cynodon dactylon20";"Princes Park";"Pollination";2,30137041605921
"Agapanthus praecox";"Carlton Gardens South";"Cynodon dactylon23";"Princes Park";"Pollination";2,30137041605921
"Agapanthus praecox";"Carlton Gardens South";"Echium candicans";"Carlton Gardens South";"Pollination";8
"Agapanthus praecox";"Carlton Gardens South";"Kunzea leptospermoides";"Westgate Park";"Pollination";0,171887406078277
"Agapanthus praecox";"Carlton Gardens South";"Lavandula sp.";"Carlton Gardens South";"Pollination";8
"Agapanthus praecox";"Carlton Gardens South";"Lavandula sp.";"Women's Peace Gardens";"Pollination";1,14070202983066
"Agapanthus praecox";"Carlton Gardens South";"Lophostemon confertus";"Fitzroy-Treasury Gardens";"Pollination";5,5883548278569
"Agapanthus praecox";"Carlton Gardens South";"Lophostemon confertus";"Princes Park";"Pollination";2,30137041605921
"Agapanthus praecox";"Carlton Gardens South";"Mentha pulegium";"Argyle Square";"Pollination";2,89238533138948
"Agapanthus praecox";"Carlton Gardens South";"Plectranthus argentatus";"Fitzroy-Treasury Gardens";"Pollination";5,5883548278569
"Agapanthus praecox";"Carlton Gardens South";"Rosmarinus officinalis";"Argyle Square";"Pollination";2,89238533138948
"Agapanthus praecox";"Carlton Gardens South";"Rosmarinus officinalis";"Women's Peace Gardens";"Pollination";1,14070202983066
"Agapanthus praecox";"Carlton Gardens South";"Salvia leucantha";"Carlton Gardens South";"Pollination";8
"Agapanthus praecox";"Carlton Gardens South";"Stachys byzantina";"Carlton Gardens South";"Pollination";4
"Agapanthus praecox";"Carlton Gardens South";"Trachelospermum jasminoides";"Lincoln Square";"Pollination";0,927006840865762
"Agapanthus praecox";"Fitzroy-Treasury Gardens";"Abelia grandiflora";"Fitzroy-Treasury Gardens";"Pollination";6
"Agapanthus praecox";"Fitzroy-Treasury Gardens";"Agapanthus praecox";"Carlton Gardens South";"Pollination";3,72556988523794
"Agapanthus praecox";"Fitzroy-Treasury Gardens";"Agapanthus praecox";"Fitzroy-Treasury Gardens";"Pollination";6
"Agapanthus praecox";"Fitzroy-Treasury Gardens";"Calodendrum capense ";"Royal Park";"Pollination";1,84654928787709
"Agapanthus praecox";"Fitzroy-Treasury Gardens";"Canna generalis";"Fitzroy-Treasury Gardens";"Pollination";3
"Agapanthus praecox";"Fitzroy-Treasury Gardens";"Canna indica";"Carlton Gardens South";"Pollination";7,45113977047587
"Agapanthus praecox";"Fitzroy-Treasury Gardens";"Cistus sp.";"Women's Peace Gardens";"Pollination";0,778136144443198
"Agapanthus praecox";"Fitzroy-Treasury Gardens";"Corymbia maculata";"Royal Park";"Pollination";0,923274643938544
"Agapanthus praecox";"Fitzroy-Treasury Gardens";"Cynodon dactylon01";"Argyle Square";"Pollination";2,45588875182236
"Agapanthus praecox";"Fitzroy-Treasury Gardens";"Cynodon dactylon20";"Princes Park";"Pollination";1,90243355388584
"Agapanthus praecox";"Fitzroy-Treasury Gardens";"Cynodon dactylon23";"Princes Park";"Pollination";1,90243355388584
"Agapanthus praecox";"Fitzroy-Treasury Gardens";"Echium candicans";"Carlton Gardens South";"Pollination";7,45113977047587
"Agapanthus praecox";"Fitzroy-Treasury Gardens";"Kunzea leptospermoides";"Westgate Park";"Pollination";0,147252812978954
"Agapanthus praecox";"Fitzroy-Treasury Gardens";"Lavandula sp.";"Carlton Gardens South";"Pollination";7,45113977047587
"Agapanthus praecox";"Fitzroy-Treasury Gardens";"Lavandula sp.";"Women's Peace Gardens";"Pollination";0,778136144443198
"Agapanthus praecox";"Fitzroy-Treasury Gardens";"Lophostemon confertus";"Fitzroy-Treasury Gardens";"Pollination";6
"Agapanthus praecox";"Fitzroy-Treasury Gardens";"Lophostemon confertus";"Princes Park";"Pollination";1,90243355388584
"Agapanthus praecox";"Fitzroy-Treasury Gardens";"Mentha pulegium";"Argyle Square";"Pollination";2,45588875182236
"Agapanthus praecox";"Fitzroy-Treasury Gardens";"Plectranthus argentatus";"Fitzroy-Treasury Gardens";"Pollination";6
"Agapanthus praecox";"Fitzroy-Treasury Gardens";"Rosmarinus officinalis";"Argyle Square";"Pollination";2,45588875182236
"Agapanthus praecox";"Fitzroy-Treasury Gardens";"Rosmarinus officinalis";"Women's Peace Gardens";"Pollination";0,778136144443198
"Agapanthus praecox";"Fitzroy-Treasury Gardens";"Salvia leucantha";"Carlton Gardens South";"Pollination";7,45113977047587
"Agapanthus praecox";"Fitzroy-Treasury Gardens";"Stachys byzantina";"Carlton Gardens South";"Pollination";3,72556988523794
"Agapanthus praecox";"Fitzroy-Treasury Gardens";"Trachelospermum jasminoides";"Lincoln Square";"Pollination";0,785464468617996
"Allocasuarina verticillata";"Westgate Park";"Allocasuarina verticillata";"Westgate Park";"Pollination";1
"Asparagus aethiopicus";"Fitzroy-Treasury Gardens";"Asparagus aethiopicus";"Fitzroy-Treasury Gardens";"Pollination";1
"Asparagus aethiopicus";"Fitzroy-Treasury Gardens";"Lomandra longifolia";"Royal Park";"Pollination";1,84654928787709
"Asparagus aethiopicus";"Fitzroy-Treasury Gardens";"Poa labillardierei";"Royal Park";"Pollination";1,84654928787709
"Asparagus aethiopicus";"Fitzroy-Treasury Gardens";"Rytidosperma sp.";"Westgate Park";"Pollination";0,220879219468431
"Asparagus aethiopicus";"Fitzroy-Treasury Gardens";"Schinus molle";"Pleasance Gardens";"Pollination";0,548073716870397
"Asparagus aethiopicus";"Fitzroy-Treasury Gardens";"Themeda triandra";"Royal Park";"Pollination";1,84654928787709
"Asparagus aethiopicus";"Fitzroy-Treasury Gardens";"Themeda triandra";"Westgate Park";"Pollination";0,441758438936862
"Calodendrum capense ";"Royal Park";"Abelia grandiflora";"Fitzroy-Treasury Gardens";"Pollination";7,38619715150836
"Calodendrum capense ";"Royal Park";"Agapanthus praecox";"Carlton Gardens South";"Pollination";6,04314455534373
"Calodendrum capense ";"Royal Park";"Agapanthus praecox";"Fitzroy-Treasury Gardens";"Pollination";7,38619715150836
"Calodendrum capense ";"Royal Park";"Calodendrum capense ";"Royal Park";"Pollination";8
"Calodendrum capense ";"Royal Park";"Canna generalis";"Fitzroy-Treasury Gardens";"Pollination";3,69309857575418
"Calodendrum capense ";"Royal Park";"Canna indica";"Carlton Gardens South";"Pollination";12,0862891106875
"Calodendrum capense ";"Royal Park";"Cistus sp.";"Women's Peace Gardens";"Pollination";4,65103510149153
"Calodendrum capense ";"Royal Park";"Corymbia maculata";"Royal Park";"Pollination";3
"Calodendrum capense ";"Royal Park";"Cynodon dactylon01";"Argyle Square";"Pollination";4,94791521812269
"Calodendrum capense ";"Royal Park";"Cynodon dactylon20";"Princes Park";"Pollination";6
"Calodendrum capense ";"Royal Park";"Cynodon dactylon23";"Princes Park";"Pollination";6
"Calodendrum capense ";"Royal Park";"Echium candicans";"Carlton Gardens South";"Pollination";12,0862891106875
"Calodendrum capense ";"Royal Park";"Kunzea leptospermoides";"Westgate Park";"Pollination";0,499961870584277
"Calodendrum capense ";"Royal Park";"Lavandula sp.";"Carlton Gardens South";"Pollination";12,0862891106875
"Calodendrum capense ";"Royal Park";"Lavandula sp.";"Women's Peace Gardens";"Pollination";4,65103510149153
"Calodendrum capense ";"Royal Park";"Lophostemon confertus";"Fitzroy-Treasury Gardens";"Pollination";7,38619715150836
"Calodendrum capense ";"Royal Park";"Lophostemon confertus";"Princes Park";"Pollination";6
"Calodendrum capense ";"Royal Park";"Mentha pulegium";"Argyle Square";"Pollination";4,94791521812269
"Calodendrum capense ";"Royal Park";"Plectranthus argentatus";"Fitzroy-Treasury Gardens";"Pollination";7,38619715150836
"Calodendrum capense ";"Royal Park";"Rosmarinus officinalis";"Argyle Square";"Pollination";4,94791521812269
"Calodendrum capense ";"Royal Park";"Rosmarinus officinalis";"Women's Peace Gardens";"Pollination";4,65103510149153
"Calodendrum capense ";"Royal Park";"Salvia leucantha";"Carlton Gardens South";"Pollination";12,0862891106875
"Calodendrum capense ";"Royal Park";"Stachys byzantina";"Carlton Gardens South";"Pollination";6,04314455534373
"Calodendrum capense ";"Royal Park";"Trachelospermum jasminoides";"Lincoln Square";"Pollination";1,69226122387948
"Canna generalis";"Fitzroy-Treasury Gardens";"Abelia grandiflora";"Fitzroy-Treasury Gardens";"Pollination";6
"Canna generalis";"Fitzroy-Treasury Gardens";"Agapanthus praecox";"Carlton Gardens South";"Pollination";3,72556988523794
"Canna generalis";"Fitzroy-Treasury Gardens";"Agapanthus praecox";"Fitzroy-Treasury Gardens";"Pollination";6
"Canna generalis";"Fitzroy-Treasury Gardens";"Calodendrum capense ";"Royal Park";"Pollination";1,84654928787709
"Canna generalis";"Fitzroy-Treasury Gardens";"Canna generalis";"Fitzroy-Treasury Gardens";"Pollination";3
"Canna generalis";"Fitzroy-Treasury Gardens";"Canna indica";"Carlton Gardens South";"Pollination";7,45113977047587
"Canna generalis";"Fitzroy-Treasury Gardens";"Cistus sp.";"Women's Peace Gardens";"Pollination";0,778136144443198
"Canna generalis";"Fitzroy-Treasury Gardens";"Corymbia maculata";"Royal Park";"Pollination";0,923274643938544
"Canna generalis";"Fitzroy-Treasury Gardens";"Cynodon dactylon01";"Argyle Square";"Pollination";2,45588875182236
"Canna generalis";"Fitzroy-Treasury Gardens";"Cynodon dactylon20";"Princes Park";"Pollination";1,90243355388584
"Canna generalis";"Fitzroy-Treasury Gardens";"Cynodon dactylon23";"Princes Park";"Pollination";1,90243355388584
"Canna generalis";"Fitzroy-Treasury Gardens";"Echium candicans";"Carlton Gardens South";"Pollination";7,45113977047587
"Canna generalis";"Fitzroy-Treasury Gardens";"Kunzea leptospermoides";"Westgate Park";"Pollination";0,147252812978954
"Canna generalis";"Fitzroy-Treasury Gardens";"Lavandula sp.";"Carlton Gardens South";"Pollination";7,45113977047587
"Canna generalis";"Fitzroy-Treasury Gardens";"Lavandula sp.";"Women's Peace Gardens";"Pollination";0,778136144443198
"Canna generalis";"Fitzroy-Treasury Gardens";"Lophostemon confertus";"Fitzroy-Treasury Gardens";"Pollination";6
"Canna generalis";"Fitzroy-Treasury Gardens";"Lophostemon confertus";"Princes Park";"Pollination";1,90243355388584
"Canna generalis";"Fitzroy-Treasury Gardens";"Mentha pulegium";"Argyle Square";"Pollination";2,45588875182236
"Canna generalis";"Fitzroy-Treasury Gardens";"Plectranthus argentatus";"Fitzroy-Treasury Gardens";"Pollination";6
"Canna generalis";"Fitzroy-Treasury Gardens";"Rosmarinus officinalis";"Argyle Square";"Pollination";2,45588875182236
"Canna generalis";"Fitzroy-Treasury Gardens";"Rosmarinus officinalis";"Women's Peace Gardens";"Pollination";0,778136144443198
"Canna generalis";"Fitzroy-Treasury Gardens";"Salvia leucantha";"Carlton Gardens South";"Pollination";7,45113977047587
"Canna generalis";"Fitzroy-Treasury Gardens";"Stachys byzantina";"Carlton Gardens South";"Pollination";3,72556988523794
"Canna generalis";"Fitzroy-Treasury Gardens";"Trachelospermum jasminoides";"Lincoln Square";"Pollination";0,785464468617996
"Canna indica";"Carlton Gardens South";"Abelia grandiflora";"Fitzroy-Treasury Gardens";"Pollination";5,5883548278569
"Canna indica";"Carlton Gardens South";"Agapanthus praecox";"Carlton Gardens South";"Pollination";4
"Canna indica";"Carlton Gardens South";"Agapanthus praecox";"Fitzroy-Treasury Gardens";"Pollination";5,5883548278569
"Canna indica";"Carlton Gardens South";"Calodendrum capense ";"Royal Park";"Pollination";2,2661792082539
"Canna indica";"Carlton Gardens South";"Canna generalis";"Fitzroy-Treasury Gardens";"Pollination";2,79417741392845
"Canna indica";"Carlton Gardens South";"Canna indica";"Carlton Gardens South";"Pollination";8
"Canna indica";"Carlton Gardens South";"Cistus sp.";"Women's Peace Gardens";"Pollination";1,14070202983066
"Canna indica";"Carlton Gardens South";"Corymbia maculata";"Royal Park";"Pollination";1,13308960412695
"Canna indica";"Carlton Gardens South";"Cynodon dactylon01";"Argyle Square";"Pollination";2,89238533138948
"Canna indica";"Carlton Gardens South";"Cynodon dactylon20";"Princes Park";"Pollination";2,30137041605921
"Canna indica";"Carlton Gardens South";"Cynodon dactylon23";"Princes Park";"Pollination";2,30137041605921
"Canna indica";"Carlton Gardens South";"Echium candicans";"Carlton Gardens South";"Pollination";8
"Canna indica";"Carlton Gardens South";"Kunzea leptospermoides";"Westgate Park";"Pollination";0,171887406078277
"Canna indica";"Carlton Gardens South";"Lavandula sp.";"Carlton Gardens South";"Pollination";8
"Canna indica";"Carlton Gardens South";"Lavandula sp.";"Women's Peace Gardens";"Pollination";1,14070202983066
"Canna indica";"Carlton Gardens South";"Lophostemon confertus";"Fitzroy-Treasury Gardens";"Pollination";5,5883548278569
"Canna indica";"Carlton Gardens South";"Lophostemon confertus";"Princes Park";"Pollination";2,30137041605921
"Canna indica";"Carlton Gardens South";"Mentha pulegium";"Argyle Square";"Pollination";2,89238533138948
"Canna indica";"Carlton Gardens South";"Plectranthus argentatus";"Fitzroy-Treasury Gardens";"Pollination";5,5883548278569
"Canna indica";"Carlton Gardens South";"Rosmarinus officinalis";"Argyle Square";"Pollination";2,89238533138948
"Canna indica";"Carlton Gardens South";"Rosmarinus officinalis";"Women's Peace Gardens";"Pollination";1,14070202983066
"Canna indica";"Carlton Gardens South";"Salvia leucantha";"Carlton Gardens South";"Pollination";8
"Canna indica";"Carlton Gardens South";"Stachys byzantina";"Carlton Gardens South";"Pollination";4
"Canna indica";"Carlton Gardens South";"Trachelospermum jasminoides";"Lincoln Square";"Pollination";0,927006840865762
"Carex flagellifera";"Fitzroy-Treasury Gardens";"Carex flagellifera";"Fitzroy-Treasury Gardens";"Pollination";3
"Carex flagellifera";"Fitzroy-Treasury Gardens";"Ficus macrophylla";"Fitzroy-Treasury Gardens";"Pollination";3
"Carex flagellifera";"Fitzroy-Treasury Gardens";"Ficus macrophylla";"Lincoln Square";"Pollination";0,785464468617996
"Carex flagellifera";"Fitzroy-Treasury Gardens";"Nandina domestica";"Fitzroy-Treasury Gardens";"Pollination";3
"Cistus sp.";"Women's Peace Gardens";"Abelia grandiflora";"Fitzroy-Treasury Gardens";"Pollination";1,5562722888864
"Cistus sp.";"Women's Peace Gardens";"Agapanthus praecox";"Carlton Gardens South";"Pollination";1,52093603977421
"Cistus sp.";"Women's Peace Gardens";"Agapanthus praecox";"Fitzroy-Treasury Gardens";"Pollination";1,5562722888864
"Cistus sp.";"Women's Peace Gardens";"Calodendrum capense ";"Royal Park";"Pollination";2,32551755074577
"Cistus sp.";"Women's Peace Gardens";"Canna generalis";"Fitzroy-Treasury Gardens";"Pollination";0,778136144443198
"Cistus sp.";"Women's Peace Gardens";"Canna indica";"Carlton Gardens South";"Pollination";3,04187207954843
"Cistus sp.";"Women's Peace Gardens";"Cistus sp.";"Women's Peace Gardens";"Pollination";3
"Cistus sp.";"Women's Peace Gardens";"Corymbia maculata";"Royal Park";"Pollination";1,16275877537288
"Cistus sp.";"Women's Peace Gardens";"Cynodon dactylon01";"Argyle Square";"Pollination";1,33967926432657
"Cistus sp.";"Women's Peace Gardens";"Cynodon dactylon20";"Princes Park";"Pollination";1,6714590108781
"Cistus sp.";"Women's Peace Gardens";"Cynodon dactylon23";"Princes Park";"Pollination";1,6714590108781
"Cistus sp.";"Women's Peace Gardens";"Echium candicans";"Carlton Gardens South";"Pollination";3,04187207954843
"Cistus sp.";"Women's Peace Gardens";"Kunzea leptospermoides";"Westgate Park";"Pollination";0,367551119584315
"Cistus sp.";"Women's Peace Gardens";"Lavandula sp.";"Carlton Gardens South";"Pollination";3,04187207954843
"Cistus sp.";"Women's Peace Gardens";"Lavandula sp.";"Women's Peace Gardens";"Pollination";3
"Cistus sp.";"Women's Peace Gardens";"Lophostemon confertus";"Fitzroy-Treasury Gardens";"Pollination";1,5562722888864
"Cistus sp.";"Women's Peace Gardens";"Lophostemon confertus";"Princes Park";"Pollination";1,6714590108781
"Cistus sp.";"Women's Peace Gardens";"Mentha pulegium";"Argyle Square";"Pollination";1,33967926432657
"Cistus sp.";"Women's Peace Gardens";"Plectranthus argentatus";"Fitzroy-Treasury Gardens";"Pollination";1,5562722888864
"Cistus sp.";"Women's Peace Gardens";"Rosmarinus officinalis";"Argyle Square";"Pollination";1,33967926432657
"Cistus sp.";"Women's Peace Gardens";"Rosmarinus officinalis";"Women's Peace Gardens";"Pollination";3
"Cistus sp.";"Women's Peace Gardens";"Salvia leucantha";"Carlton Gardens South";"Pollination";3,04187207954843
"Cistus sp.";"Women's Peace Gardens";"Stachys byzantina";"Carlton Gardens South";"Pollination";1,52093603977421
"Cistus sp.";"Women's Peace Gardens";"Trachelospermum jasminoides";"Lincoln Square";"Pollination";0,485040559231431
"Correa glabra";"Westgate Park";"Correa glabra";"Westgate Park";"Pollination";1
"Corymbia maculata";"Royal Park";"Abelia grandiflora";"Fitzroy-Treasury Gardens";"Pollination";5,53964786363127
"Corymbia maculata";"Royal Park";"Agapanthus praecox";"Carlton Gardens South";"Pollination";4,53235841650779
"Corymbia maculata";"Royal Park";"Agapanthus praecox";"Fitzroy-Treasury Gardens";"Pollination";5,53964786363127
"Corymbia maculata";"Royal Park";"Calodendrum capense ";"Royal Park";"Pollination";4,5
"Corymbia maculata";"Royal Park";"Canna generalis";"Fitzroy-Treasury Gardens";"Pollination";2,76982393181563
"Corymbia maculata";"Royal Park";"Canna indica";"Carlton Gardens South";"Pollination";9,06471683301559
"Corymbia maculata";"Royal Park";"Cistus sp.";"Women's Peace Gardens";"Pollination";3,48827632611865
"Corymbia maculata";"Royal Park";"Corymbia maculata";"Royal Park";"Pollination";5,25
"Corymbia maculata";"Royal Park";"Cynodon dactylon01";"Argyle Square";"Pollination";3,71093641359202
"Corymbia maculata";"Royal Park";"Cynodon dactylon04";"Carlton Gardens South";"Pollination";2,2661792082539
"Corymbia maculata";"Royal Park";"Cynodon dactylon16";"Murchinson Square";"Pollination";2,34901872827184
"Corymbia maculata";"Royal Park";"Cynodon dactylon20";"Princes Park";"Pollination";4,5
"Corymbia maculata";"Royal Park";"Cynodon dactylon23";"Princes Park";"Pollination";4,5
"Corymbia maculata";"Royal Park";"Duma florulenta";"Westgate Park";"Pollination";0,749942805876416
"Corymbia maculata";"Royal Park";"Echium candicans";"Carlton Gardens South";"Pollination";9,06471683301559
"Corymbia maculata";"Royal Park";"Kunzea leptospermoides";"Westgate Park";"Pollination";0,374971402938208
"Corymbia maculata";"Royal Park";"Lavandula sp.";"Carlton Gardens South";"Pollination";9,06471683301559
"Corymbia maculata";"Royal Park";"Lavandula sp.";"Women's Peace Gardens";"Pollination";3,48827632611865
"Corymbia maculata";"Royal Park";"Lophostemon confertus";"Fitzroy-Treasury Gardens";"Pollination";5,53964786363127
"Corymbia maculata";"Royal Park";"Lophostemon confertus";"Princes Park";"Pollination";4,5
"Corymbia maculata";"Royal Park";"Mentha pulegium";"Argyle Square";"Pollination";3,71093641359202
"Corymbia maculata";"Royal Park";"Plectranthus argentatus";"Fitzroy-Treasury Gardens";"Pollination";5,53964786363127
"Corymbia maculata";"Royal Park";"Rosmarinus officinalis";"Argyle Square";"Pollination";3,71093641359202
"Corymbia maculata";"Royal Park";"Rosmarinus officinalis";"Women's Peace Gardens";"Pollination";3,48827632611865
"Corymbia maculata";"Royal Park";"Salvia leucantha";"Carlton Gardens South";"Pollination";9,06471683301559
"Corymbia maculata";"Royal Park";"Schinus molle";"Women's Peace Gardens";"Pollination";2,32551755074577
"Corymbia maculata";"Royal Park";"Stachys byzantina";"Carlton Gardens South";"Pollination";4,53235841650779
"Corymbia maculata";"Royal Park";"Trachelospermum jasminoides";"Lincoln Square";"Pollination";1,26919591790961
"Corymbia maculata";"Royal Park";"Westringia fruticosa";"State Library of Victoria";"Pollination";2,19129752158798
"Cynodon dactylon01";"Argyle Square";"Abelia grandiflora";"Fitzroy-Treasury Gardens";"Pollination";4,91177750364472
"Cynodon dactylon01";"Argyle Square";"Agapanthus praecox";"Carlton Gardens South";"Pollination";3,85651377518597
"Cynodon dactylon01";"Argyle Square";"Agapanthus praecox";"Fitzroy-Treasury Gardens";"Pollination";4,91177750364472
"Cynodon dactylon01";"Argyle Square";"Calodendrum capense ";"Royal Park";"Pollination";2,47395760906134
"Cynodon dactylon01";"Argyle Square";"Canna generalis";"Fitzroy-Treasury Gardens";"Pollination";2,45588875182236
"Cynodon dactylon01";"Argyle Square";"Canna indica";"Carlton Gardens South";"Pollination";7,71302755037195
"Cynodon dactylon01";"Argyle Square";"Cistus sp.";"Women's Peace Gardens";"Pollination";1,33967926432657
"Cynodon dactylon01";"Argyle Square";"Corymbia maculata";"Royal Park";"Pollination";1,23697880453067
"Cynodon dactylon01";"Argyle Square";"Cynodon dactylon01";"Argyle Square";"Pollination";3
"Cynodon dactylon01";"Argyle Square";"Cynodon dactylon20";"Princes Park";"Pollination";2,49365481664237
"Cynodon dactylon01";"Argyle Square";"Cynodon dactylon23";"Princes Park";"Pollination";2,49365481664237
"Cynodon dactylon01";"Argyle Square";"Echium candicans";"Carlton Gardens South";"Pollination";7,71302755037195
"Cynodon dactylon01";"Argyle Square";"Kunzea leptospermoides";"Westgate Park";"Pollination";0,185217748869201
"Cynodon dactylon01";"Argyle Square";"Lavandula sp.";"Carlton Gardens South";"Pollination";7,71302755037195
"Cynodon dactylon01";"Argyle Square";"Lavandula sp.";"Women's Peace Gardens";"Pollination";1,33967926432657
"Cynodon dactylon01";"Argyle Square";"Lophostemon confertus";"Fitzroy-Treasury Gardens";"Pollination";4,91177750364472
"Cynodon dactylon01";"Argyle Square";"Lophostemon confertus";"Princes Park";"Pollination";2,49365481664237
"Cynodon dactylon01";"Argyle Square";"Mentha pulegium";"Argyle Square";"Pollination";3
"Cynodon dactylon01";"Argyle Square";"Plectranthus argentatus";"Fitzroy-Treasury Gardens";"Pollination";4,91177750364472
"Cynodon dactylon01";"Argyle Square";"Rosmarinus officinalis";"Argyle Square";"Pollination";3
"Cynodon dactylon01";"Argyle Square";"Rosmarinus officinalis";"Women's Peace Gardens";"Pollination";1,33967926432657
"Cynodon dactylon01";"Argyle Square";"Salvia leucantha";"Carlton Gardens South";"Pollination";7,71302755037195
"Cynodon dactylon01";"Argyle Square";"Stachys byzantina";"Carlton Gardens South";"Pollination";3,85651377518597
"Cynodon dactylon01";"Argyle Square";"Trachelospermum jasminoides";"Lincoln Square";"Pollination";0,988629957758588
"Cynodon dactylon04";"Carlton Gardens South";"Corymbia maculata";"Royal Park";"Pollination";0,755393069417966
"Cynodon dactylon04";"Carlton Gardens South";"Cynodon dactylon04";"Carlton Gardens South";"Pollination";1
"Cynodon dactylon04";"Carlton Gardens South";"Cynodon dactylon16";"Murchinson Square";"Pollination";0,931468730140929
"Cynodon dactylon04";"Carlton Gardens South";"Duma florulenta";"Westgate Park";"Pollination";0,171887406078277
"Cynodon dactylon04";"Carlton Gardens South";"Schinus molle";"Women's Peace Gardens";"Pollination";0,380234009943553
"Cynodon dactylon04";"Carlton Gardens South";"Westringia fruticosa";"State Library of Victoria";"Pollination";0,940014205076446
"Cynodon dactylon16";"Murchinson Square";"Corymbia maculata";"Royal Park";"Pollination";0,78300624275728
"Cynodon dactylon16";"Murchinson Square";"Cynodon dactylon04";"Carlton Gardens South";"Pollination";0,931468730140929
"Cynodon dactylon16";"Murchinson Square";"Cynodon dactylon16";"Murchinson Square";"Pollination";1
"Cynodon dactylon16";"Murchinson Square";"Duma florulenta";"Westgate Park";"Pollination";0,0766909648237449
